numero_expediente,url_archivo_TC,url_archivo_original,tipo_expediente,motivos_demanda,sentido_resolucion,fundamentos
00140-1995-HC,https://tc.gob.pe/jurisprudencia/1996/00140-1995-HC.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Habeas Corpus,,Fundada,"['Considerando que el parágrafo f) del inciso veinticuatro del artículo segundo de la Constitución no permite que por algún motivo se prolongue la detención de una persona por más de veinticuatro horas, término en el que debe ser puesto a disposición del juez competente; que éste es un derecho fundamental de todo ciudadano para preservar su libertad, principio que el Tribunal debe hacer cumplir teniendo en cuenta que de acuerdo a lo dispuesto en el artículo doscientos uno de la Carta Magna es su órgano de control, que apareciendo de autos que el detenido es presunto autor de delitos contra el patrimonio.']"
00176-1995-HC,https://tc.gob.pe/jurisprudencia/1996/00176-1995-HC.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Habeas Corpus,,Improcedente,"['Considerando que los hechos de violación de derechos fundamentales que se imputan el demandando cesaron antes de interponerse la Acción de Hábeas Corpus, por lo que no pueden reponerse a la situación existente antes de esa interposición que no se ha probado que haya una amenaza permanente de detención contra los demandantes.']"
00156-1996-HC,https://tc.gob.pe/jurisprudencia/1996/00156-1996-HC.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Habeas Corpus,,Improcedente,"['Que los hechos invocados como fundamento de la acción no han sido acreditados en autos, puesto que no se demostró que el cambio de ambiente haya hecho peligrar la integridad física del actor, que se encuentra interno en el establecimiento penal de Moyobamba.', 'Que la administración penitenciaria al efectuar el traslado de un ambiente a otro actuó con sujeción a la normatividad legal vigente.']"
00167-1995-HC,https://tc.gob.pe/jurisprudencia/1996/00167-1995-HC.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Habeas Corpus,,Infundada,['Los pertinentes de la sentencia de vista que conducen a determinar que no se ha acreditado que la demandante haya sido objeto de hechos o amenazas que hayan vulnerado su libertad individual o algún otro derecho fundamental que amerite una Acción de Hábeas Corpus.']
00216-1996-HC,https://tc.gob.pe/jurisprudencia/1996/00216-1996-HC.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Habeas Corpus,,Improcedente,"['Considerando que el mandato de detención se expidió el cinco de noviembre de mil novecientos noventa y cinco y fue levantado el veintiuno de noviembre de mil novecientos noventa y cinco y la demanda de habeas corpus se interpone el veintinueve de dicho mes, o sea con posterioridad al levantamiento del mandato de detención.']"
00311-1996-HC,https://tc.gob.pe/jurisprudencia/1996/00311-1996-HC.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Habeas Corpus,,Improcedente,"['[...] de conformidad con la Ley número veintitrés mil quinientos seis, artículo sexto, inciso segundo, no proceden las acciones de garantía contra resolución judicial emanada de un procedimiento regular, y atendiendo a que en el caso sub-judice la resolución que motiva el recurso de Habeas Corpus emana de un procedimiento penal regular, ante el Tribunal competente contra el accionante por un delito común como es el de estafa (delito contra el patrimonio), y que en el supuesto de existir anomalías en la secuela del procediemiento regular estas deberán ventilarse y resolverse dentro del mismo, mediante el ejercicio de los recursos que las normas procesales establecen, de conformidad con lo dispuesto por el artículo décimo, de la Ley número veinticinco mil trescientos noventa y ocho; el Tribunal Constitucional.']"
00310-1996-HC,https://tc.gob.pe/jurisprudencia/1996/00310-1996-HC.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Habeas Corpus,,Fundada,"['Que, está probado que las Municipalidades carecen de base legal, para hacer los cobros reclamados por los accionantes, puesto que no están ajustados al artículo sexto de la Ordenanza Municipal cero setenta y tres. [...]', 'Que, en forma encubierta lo que se está cobrando es un impuesto por el uso y disfrute de las playas, excediéndose en su competencia las municipalidades demandadas.', 'Que, impedir el ingreso a las playas a las personas que se nieguen a pagar el ""derecho"" constituye una violación del derecho constitucionalmente protegido de la libertad de tránsito por el territorio patrio (artículo segundo inciso décimo primero de la Constitución).']"
00305-1996-HC,https://tc.gob.pe/jurisprudencia/1996/00305-1996-HC.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Habeas Corpus,,Improcedente,"['Que las acciones de garantía proceden en los casos que se violen los derechos constitucionales por acción u omisión de actos de cumplimiento obligatorio, de conformidad con el artículo segundo de la ley número veintitres mil quinientos seis; que, el artículo dieciseis, inciso a), de la ley número veinticinco mil trescientos noventa y ocho prescribe que no procede la acción de Habeas Corpus cuando el recurrente tenga instrucción abierta o se halle sometido a juicio por los hechos que originan la acción de garantía que, en el caso sub-materia el actor Carlos Barboza Cancho interpone acción de Habeas Corpus por violación a su libertad individual en la modalidad de detención arbitraria que, del análisis de los autos del petitorio de Habeas Corpus, fluye que la privación de la libertad del actor obedece a un mandato de detención, fechado el veintiuno de noviembre de mil novecientos noventa y cinco, dictado por el Juez Especializado en lo Penal de Huarochirí-Matucana, doctor Walter Jaimes Santos; que, de la apreciación de los autos, nítidamente se perfila la regularidad del mandato judicial de detención que fue proferido en la sustanciación del proceso signado con el número ciento setenta y tres - noventa y cinco; que, consentir la acción de Habeas Corpus como vía indirecta para la liberación del actor, implicaría desnaturalizar el carácter teleológico de esta acción por permitir la sustracción del actor a un debido procedimiento; que, hallándose el actor a disposición de las autoridades jurisdiccionales sus derechos tiene que hacerlos valer en la sede judicial, y serán las instancias pertinentes las que deban resolver su situación jurídica por estas consideraciones este tribunal.']"
00309-1996-HC,https://tc.gob.pe/jurisprudencia/1996/00309-1996-HC.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Habeas Corpus,,Improcedente,"['Que el actor conduce el Departamento como local comercial, en el cual alguna vez pernocta, sin que constituya su domicilio real.', 'Que no se ha vulnerado sin motivo ni amenazado su libertad individual, ni el derecho de ingreso o tránsito, y que las guardias no atentan contra la libertad del actor sino que garantizan la seguridad de los residentes.', 'Que el actor recurrió en fechas anteriores a la presentación de su acción de Habeas Corpus al fuero ordinario, como ha quedado demostrado en autos por las instrumentales de fojas quince y dieciocho.', 'Que habiendo recurrido el agraviado a la vía judicial ordinaria, hace que en atención al contenido del inciso tercero del artículo sexto de la Ley veintitres mil quinientos seis, determine que no proceda la acción planteada.']"
00008-1996-HC,https://tc.gob.pe/jurisprudencia/1996/00008-1996-HC.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Habeas Corpus,,Infundada,"['[...] de acuerdo a lo dispuesto en el artículo seis de la ley veintitres mil quinientos seis no pueden interponerse acciones de garantía contra las resoluciones judiciales emanadas de un procedimiento regular y que las anomalías que en ellos se presenten deben ventilarse y resolverse dentro de los mismos procesos; que la misma demandante apeló de la resolución de la Juez que dispuso su detención, haciendo así uso de los recursos impugnatorios que permite el principio de la doble instancia.']"
