numero_expediente,url_archivo_TC,url_archivo_original,tipo_expediente,motivos_demanda,sentido_resolucion,fundamentos
00168-1999-AA,https://tc.gob.pe/jurisprudencia/1998/00168-1998-AA.pdf,data\sentencia-Extract\1998\sentencia-pdf-1998.csv,Proceso de Amparo,,Infundada,"['2. Que, siendo ello así, la pretensión de los actores deberá de desestimarse, ya que: a) Según se está a lo dispuesto por el inciso 4) del artículo 2 o de la Constitución Política del Estado, en nuestro ordenamiento jurídico la libertad de propalar información a través de los medios de prensa, hablado, escrito, radial televisado, no siendo un derecho respecto del cual pueda proclamarse su carácter absoluto, pues es susceptible de ser limitado, sin embargo, su ejercicio no requiere autorización previa, ni está sujeto a censura o impedimento alguno; b) En ese sentido, en modo alguno puede olvidar este Supremo Intérprete de la Constitución que cuando como consecuencia del ejercicio de las libertades informativas, se transgredan otros derechos constitucionales, como al honor, a la buena reputación, a la imagen o la voz, como en el caso de autos alegan los accionantes, su tutela no puede significar que con carácter preventivo se impida a un medio de comunicación social, cualquiera sea su naturaleza, propalar la información que se considera como lesiva, pues ello supondría que la cláusula de prohibición de la censura previa o de la proscripción del impedimento para el ejercicio de tales libertades quedara vaciada de contenido, y con él la garantía institucional de la libertad informativa como sustento de un régimen constitucional basado en el pluralismo. c) El que las libertades informativas ejercidas a través de los medios de comunicación social, como se ha anotado, no constituyan derechos a propósito de los cuales se pueda predicar un carácter absoluto, y al mismo tiempo respecto de los cuales no pueda intentarse de manera previa un control, no significa que la persona quede en absoluta indefensión, cuando ello suponga que con su ejercicio se haya generado violaciones de otros derechos constitucionales, pues nuestro ordenamiento jurídico ha previsto que los mecanismos de control frente a este género de conductas habrán de intentarse siempre en forma reparadora, haciéndose uso de los diversos mecanismos que nuestro ordenamiento procesal ordinario prevé.']"
00283-1997-AA,https://tc.gob.pe/jurisprudencia/1998/00283-1997-AA.pdf,data\sentencia-Extract\1998\sentencia-pdf-1998.csv,Proceso de Amparo,,Improcedente,"['2. [sic] Que, posteriormente, en sus recursos de apelación y extraordinario, el actor ha señalado, de un lado, que la evaluación fue irregular; y de otro, que en el examen se actuó con subjetivismo, ""sacando a relucir conflictos personales"" respecto al primer punto, tampoco hace el actor la más mínima precisión sobre las supuestas irregularidades; por otra parte, analizar el presunto subjetivismo en el examen demandaría la actuación de prueba, la misma que está vedada en los procesos constitucionales como el presente, que por su naturaleza especial y sumarísima carece de estación probatoria.']"
00039-1995-AA,https://tc.gob.pe/jurisprudencia/1998/00039-1995-AA.pdf,data\sentencia-Extract\1998\sentencia-pdf-1998.csv,Proceso de Amparo,,Fundada,"['3. Que, en consecuencia, conforme se ha expresado en la sentencia recaída en el expediente N° 008-96-I/TC, cuya ratio decidendi formulada en su décimo quinto y trigésimo tercer fundamento, constituyen jurisprudencia de obligatorio cumplimiento, a tenor de lo establecido por la Primera Disposición General de la Ley N° 26435, Orgánica del Tribunal Constitucional, éste colegiado considera que los derechos pensionarios adquiridos por los actores al amparo del Decreto Ley 20530, no pueden ser desconocidos en forma unilateral y fuera de los plazos de ley por parte de la demandada, argumentando la aplicación del Decreto Legislativo N° 763, sino que contra resoluciones firmes , sólo procede determinar su nulidad mediante un proceso regular en sede judicial.']"
00860-1996-AA,https://tc.gob.pe/jurisprudencia/1998/00860-1996-AA.pdf,data\sentencia-Extract\1998\sentencia-pdf-1998.csv,Proceso de Amparo,,Improcedente,"['2. Que, en el caso materia de análisis, las demandantes solicitan se declare la nulidad del Acta de fecha 18 de abril de 1996, del Consejo de Facultad de Trabajo Social de la Universidad Nacional del Altiplano, que dejaba sin efecto la de fecha 15 del mismo mes y año, que acordaba la contratación directa de éstas en calidad de docentes de dicha facultad.', '3. Que, versando la acción sobre aspectos litigiosos, en el cual se trata de discernir sobre la validez de un acuerdo de órgano institucional, ello debe dilucidarse en la vía judicial correspondiente, donde se determine la legalidad o ilegalidad del mismo.']"
01060-1996-AA,https://tc.gob.pe/jurisprudencia/1998/01060-1996-AA.pdf,data\sentencia-Extract\1998\sentencia-pdf-1998.csv,Proceso de Amparo,,Infundada,"['3. Que fluye de autos que la Municipalidad del Distrito de Comas adoptó la decisión de la reversión del terreno luego de verificar que éste no venía siendo utilizado por la demandante para los fines previstos y el hecho que la Municipalidad no haya otorgado el financiamiento confirma el incumplimiento del destino fijado. En consecuencia el Concejo de dicha Municipalidad al emitir el acuerdo N° 042-96 ha actuado en pleno ejercicio de sus atribuciones, no estando demostrado en autos la vulneración de los derechos constitucionales que invoca la demandante.']"
00556-1997-HC,https://tc.gob.pe/jurisprudencia/1998/00556-1997-HC.pdf,data\sentencia-Extract\1998\sentencia-pdf-1998.csv,Proceso de Habeas Corpus,,Infundada,"['1. Que, el actor alega que los demandados le impiden el ingreso a su domicilio, lo que constituye una violación constitucional de su derecho a libre tránsito; que, de la sumaria investigación realizada por el Juez Penal.', 'Que obra de fojas 13 a 15, y de fojas 17 a 23 del expediente, no se desprenden elementos de prueba que acrediten la presunta violación de la libertad individual aducida por el actor, apreciación que resulta corroborada de la declaración del propio demandante, quien declara a fojas 23 del Acta de Verificación, que no tiene impedimento de ingresar a su domicilio, siendo así la presente acción de garantía debe ser desestimada.']"
00148-1995-AA,https://tc.gob.pe/jurisprudencia/1998/00148-1995-AA.pdf,data\sentencia-Extract\1998\sentencia-pdf-1998.csv,Proceso de Amparo,,Improcedente,"['1. Que, con anterioridad a la presente acción el demandante interpuso acción de amparo contra la Resolución N° 989 que ordenó la expropiación, sin tomar en cuenta, que el expropiado sólo puede discutir el monto del justiprecio; dicha acción finalizó con la resolución del Tribunal de Garantías Constitucionales, de fecha seis de junio de mil novecientos noventa y uno, que la declaró infundada.', 'Que, por consiguiente, con la dación de la Resolución de Concejo N° 023\xad93 que es materia de la presente acción de garantía, la Municipalidad de Lima Metropolitana no ha violado ningún derecho constitucional del demandante.']"
00141-1997-AA,https://tc.gob.pe/jurisprudencia/1998/00141-1997-AA.pdf,data\sentencia-Extract\1998\sentencia-pdf-1998.csv,Proceso de Amparo,,Infundada,"['4. Que, el Decreto Ley 26093 faculta a las entidades del sector público, en este caso a las Municipalidades a dictar las normas necesarias para su correcta aplicación, no habiéndose precisado al detalle exigencias respecto a los contenidos y tipos de exámenes de evaluación, ni la obligatoriedad de que el reglamento de evaluación sea aprobado por el Concejo, responsabilidad esta que no cabe a dicho cuerpo colegiado por cuanto de acuerdo a la Constitución Política y a la Ley Orgánica de Municipalidades éste ejerce función fiscalizadora.']"
00269-1997-AA,https://tc.gob.pe/jurisprudencia/1998/00269-1997-AA.pdf,data\sentencia-Extract\1998\sentencia-pdf-1998.csv,Proceso de Amparo,,Infundada,"['2. Que, del petitorio de la demanda, se desprende que los demandantes solicitan que se disponga la reincorporación a su centro de labores, de los trabajadores obreros de la Municipalidad Distrital de la Victoria y se les nombre como trabajadores dentro de la Carrera Administrativa. […]', '4. Que, en consecuencia, no siendo la Acción de Amparo, que es de naturaleza sumaria y carente de estación probatoria, la vía idónea para dilucidar situaciones controvertibles que requieren de actuación de medios probatorios, como en el presente caso, resulta infundada la presente acción de garantía.']"
00409-1997-AA,https://tc.gob.pe/jurisprudencia/1998/00409-1997-AA.pdf,data\sentencia-Extract\1998\sentencia-pdf-1998.csv,Proceso de Amparo,,Fundada,"['4. Que no obstante ello, el emplazado continúa, según es de verse de los propios términos de sus escritos presentados en autos, con los actos perturbatorios en el dominio del actor, consistentes en azuzar a gente humilde a invadir dicho predio, así como a estimular a otros a permanecer en él, y ordenar la distribución del Oficio-circular de fecha veintiséis de junio de mil novecientos noventa y seis, expedido por la propia autoridad demandada, ofreciéndoles su defensa, con el evidente propósito de perjudicar al derecho de propiedad del actor. […]', '6. Que, igualmente, el desconocimiento de los alcances de la Resolución Directoral Sub-Regional N° 0036-91-DSRVI del 12 de abril de 1991, que corre a fojas 91 y la Resolución Directoral N° 396-96-AG-DRA, del 2 de octubre de 1996, que obra a fojas 83-84, ambas de trámite administrativo, no pueden enervar los efectos del principio de legitimación establecido en el artículo 2013° del Código Civil, según el cual, el contenido de la inscripción registral se presume cierto y produce todos sus efectos, mientras no se rectifique o se declare judicialmente su validez, con mayor razón aún si el último acto administrativo mencionado se encuentra en vía de apelación.']"
00433-1996-AA,https://tc.gob.pe/jurisprudencia/1998/00433-1996-AA.pdf,data\sentencia-Extract\1998\sentencia-pdf-1998.csv,Proceso de Amparo,,Improcedente,"['1. Que, en este sentido, del análisis del expediente se aprecia que la recurrente no interpuso, en la vía administrativa, impugnación alguna contra la Resolución 1034-95-RENOM/DE, que supuestamente agravia sus derechos constitucionales.', 'Que, en el presente caso no son de aplicación las excepciones previstas en el artículo 28 de la Ley N° 23506, por lo que la acción de amparo debe ser desestimada.']"
