numero_expediente,url_archivo_TC,url_archivo_original,tipo_expediente,motivos_demanda,sentido_resolucion,fundamentos
00431-2007-AA,https://tc.gob.pe/jurisprudencia/2015/00431-2007-AA%20Resolucion.pdf,data\sentencia-Extract\2015\sentencia-pdf-2015.csv,Proceso de Amparo,,Improcedente,"['2. Mediante escrito de fecha 5 de noviembre de 2010 doña Cristina Fabiana Rivera Castillo cuestiona ante este Tribunal que la autoridad registral persiste en considerar a la resolución judicial que el TC anuló a través de la sentencia de autos como una resolución firme y con autoridad de cosa juzgada. Señala además, que la autoridad registral exige la inscripción de la sentencia del Tribunal Constitucional para que la misma pueda surtir efectos registrales.', '3. Al respecto, cabe señalar que conforme al artículo 22 del Código Procesal Constitucional el encargado de ejecutar la sentencia de amparo es el juez que conoció de la demanda en primer grado. En este sentido, todo cuestionamiento relativo a la ejecución de la sentencia debe ser dirigido en primer lugar frente al mismo. Además, cabe señalar que si bien a través de la jurisprudencia constitucional se ha habilitado la competencia de este Tribunal para conocer aspectos relativos a la ejecución de sentencias constitucionales (Exp. Nº 168-2007-Q, 201-207-Q, 004-2009-PA), lo cierto es que en todos esos casos se trata de la habilitación de mecanismos recursales que proceden contra decisiones del Poder Judicial en materia de ejecución y en ningún caso implica que el Tribunal Constitucional tenga competencia originaria. En este sentido, la solicitud debe ser rechazada.']"
00283-1999-AA,https://tc.gob.pe/jurisprudencia/2000/00283-1999-AA.pdf,data\sentencia-Extract\2015\sentencia-pdf-2015.csv,Proceso de Amparo,,Improcedente,"['4. Que, sin perjuicio de lo anterior es de observarse que no se puede demostrar en la presente acción si se ha configurado la figura del despido nulo establecido en el artículo 62º del Texto Único Ordenado de la Ley de Fomento al Empleo, requiriendo para su esclarecimiento una etapa probatoria que desnaturalizaría el proceso constitucional.']"
00283-1999-AA,https://tc.gob.pe/jurisprudencia/2000/00283-1999-AA.pdf,data\sentencia-Extract\2015\sentencia-pdf-2015.csv,Proceso de Amparo,,Improcedente,"['4. Que, sin perjuicio de lo anterior es de observarse que no se puede demostrar en la presente acción si se ha configurado la figura del despido nulo establecido en el artículo 62º del Texto Único Ordenado de la Ley de Fomento al Empleo, requiriendo para su esclarecimiento una etapa probatoria que desnaturalizaría el proceso constitucional.']"
00391-1999-AA,https://tc.gob.pe/jurisprudencia/2000/00391-1999-AA.pdf,data\sentencia-Extract\2015\sentencia-pdf-2015.csv,Proceso de Amparo,,Improcedente,"['3. Que, a fojas catorce obra el recurso de reconsideración presentado por la demandante contra las mencionadas notificaciones, no habiéndose agotado la vía administrativa al no estar acreditado que se interpuso el recurso de apelación correspondiente.']"
00391-1999-AA,https://tc.gob.pe/jurisprudencia/2000/00391-1999-AA.pdf,data\sentencia-Extract\2015\sentencia-pdf-2015.csv,Proceso de Amparo,,Improcedente,"['3. Que, a fojas catorce obra el recurso de reconsideración presentado por la demandante contra las mencionadas notificaciones, no habiéndose agotado la vía administrativa al no estar acreditado que se interpuso el recurso de apelación correspondiente.']"
02894-2013-AA,https://tc.gob.pe/jurisprudencia/2015/02894-2013-AA%20Resolucion.pdf,data\sentencia-Extract\2015\sentencia-pdf-2015.csv,Proceso de Amparo,"La recurrente interpone demanda de amparo contra la Oficina de Normalización Previsional (ONP), con el objeto que se declare la nulidad de los Reportes Situación en el Sistema Nacional (RESIT) 50396 y 136092; y que, en consecuencia, se emita un nuevo Reporte de Situación en el Sistema Nacional de Pensiones (RESIT-SNP), en el que se le reconozca la.totalidad de sus aportes para lograr su desafiliación del Sistema Privado de Pensiones y acceder a una pensión de jubilación en el Sistema Nacional de Pensiones. Asimismo, solicita el pago de los costos del proceso. La Oficina de Normalización Previsional (ONP) contesta la demanda y solicita que esta sea declarada infundada alegando que al actor se le denegó su desafiliación del Sistema Privado de Pensiones (SPP) por no acreditar los años de aportaciones exigidos conforme a la Ley 28991 y su reglamento aprobado por el Decreto Supremo 062-3007- EF. El Sexto Juzgado Especializado en lo Constitucional de Lima, con fecha 20 de setiembre de 2012, declaró infundada la demanda por considerar que el actor no ha cumplido con el requisito de años de aportación exigidos en la Ley 28991. La Sala revisora, con fecha 8 de mayo de 2013, recovó la apelada; y reformándola, declaró improcedente la demanda, por considerar que Jos documentos probatorios que adjunta resultan insuficientes para formar convicción sobre la veracidad de las mayores aportaciones que alega haber efectuado el demandante. AL CONSTITUCIONAL lllllmllllllllllll~~~~~~~~~ 111111111111111 EXP. N.o 02894-2013-PA/TC LIMA MARÍA ESPERANZA CAP UÑA Y RAMÍREZ",Otros,"['8. En tal sentido, se advierte que tanto la Superintendencia de Banca, Seguros y Administradoras Privadas de Fondos de Pensiones (SBS), entidad encargada de la desafiliación al Sistema Privado de Pensiones; así como la Administradora de Fondos de Pensiones Prima AFP, en la que se encuentra afiliada la recurrente, no han sido emplazadas e integradas al proceso, pese a que ambas entidades tienen legitimidad para obrar pasiva en este tipo de controversias, al formar parte de la relación jurídica material en temas de desafiliación del Sistema Privado de Pensiones conjuntamente con la ONP. Por esta razón, este Tribunal considera que, en el presente caso, las instancias judiciales anteriores han incurrido en un vicio procesal que debería ser subsanado en los términos dispuestos por el artículo 20 del Código Procesal Constitucional y disponerse la nulidad de todo lo actuado hasta el momento en que se incurrió en dicho vicio. Sin embargo, atendiendo a lo dispuesto en el artículo III del Título Preliminar del Código Procesal Constitucional y en aplicación de los principios de economía y celeridad procesal, este Tribunal -al igual que en la RTC 2988-2009-PA/TC, Caso Rosa Sofía Vergara Mejía- considera que el caso de autos merece una respuesta pronta, dada la incidencia negativa que la pretensión demandada pueda generar en el derecho al acceso a una prestación pensionaría en la recurrente de dilatarse el proceso, más aún cuando ya se ha transitado todas las instancias judiciales del amparo. Razón por la cual, en armonía con el principio de economía procesal, debe otorgarse un plazo excepcional de 5 días hábiles a la Superintendencia de Banca, Seguros y Administradoras Privadas de Fondos de Pensiones (SBS) y a la Administradora de Fondos de Pensiones Prima AFP, para que hagan valer su derecho de defensa y aleguen lo que juzguen conveniente. Luego de ello o vencido dicho plazo, y previa vista de la causa, esta quedará expedita para su resolución definitiva.']"
04145-2013-AA,https://tc.gob.pe/jurisprudencia/2015/04145-2013-AA%20Resolucion.pdf,data\sentencia-Extract\2015\sentencia-pdf-2015.csv,Proceso de Amparo,,Otros,"['7. Del escrito de fecha 14 de noviembre de 2013 y de la copia de la constancia de aseguramiento del 12 de noviembre de 2013, (obrantes a fojas 6 y 9 del cuadernillo del Tribunal Constitucional), se aprecia que la Corporación Aceros Arequipa S.A. contrató el Seguro Complementario de Trabajo de Riesgo con Rímac Internacional Compañía de Seguros y Reaseguros S.A. desde el 1 de julio de 1999 hasta el 30 de junio de 2012.', '8. En tal sentido, se advierte que Rímac Internacional Compañía de Seguros y Reaseguros S.A., presunta entidad responsable del pago de la prestación, no ha sido emplazada ni integrada por las instancias judiciales anteriores, pese a tener legitimidad para obrar pasiva conforme se ha descrito en el considerando precedente. Por esta razón, este Tribunal estima que se ha incurrido en un vicio procesal que debería ser subsanado en los términos dispuestos por el artículo 20 del Código Procesal Constitucional y disponerse la nulidad de todo lo actuado hasta el momento en que se incurrió en dicho vicio; sin embargo, atendiendo a lo dispuesto en el artículo III del Título Preliminar del Código Procesal Constitucional y en aplicación de los principios de economía y celeridad procesal, este Tribunal -al igual que en la RTC 2988-2009-PA/TC, Caso Rosa Sofía Vergara Mejía- considera que el caso de autos merece una respuesta pronta, dado la incidencia negativa que la falta de decisión definitiva sobre la pretensión demandada pueda generar en los derechos al acceso a una prestación pensionaria y a la salud del recurrente en caso de que se dilate aun más el proceso, más aún cuando ya se ha transitado todas las instancias judiciales del amparo. Por este motivo, debe conferirse un plazo excepcional de 5 días hábiles a Rímac Internacional Compañía de Seguros y Reaseguros S.A. para que haga valer su derecho de defensa y alegue lo que juzgue conveniente, luego de lo cual, o vencido dicho plazo y previa vista de la causa, esta quedará expedita para su resolución definitiva.']"
06445-2013-AA,https://tc.gob.pe/jurisprudencia/2015/06445-2013-AA%20Resolucion.pdf,data\sentencia-Extract\2015\sentencia-pdf-2015.csv,Proceso de Amparo,,Otros,"['7. Tal como consta a fojas 7, el Informe de Evaluación Médica de Incapacidad relativo al actor fue emitido el 24 de agosto de 2007. Del mismo modo, a fojas 18 del cuadernillo digitalizado del Tribunal Constitucional, se aprecia que, para el período que va del 1 de marzo de 1998 al 28 de febrero de 2009, la empresa empleadora había contratado el Seguro Complementario de Trabajo de Riesgo con Rímac Internacional.', ""8. En tal sentido, se advierte que Rímac Internacional Compañía de Seguros y Reaseguros S.A., presunta entidad responsable del pago de la prestación, no ha sido emplazada ni integrada por las instancias judiciales anteriores, pese a tener legitimidad para obrar pasiva, conforme se ha descrito en el considerando precedente, razón por la cual, este Tribunal estima que se ha incurrido en un vicio procesal que debería ser subsanado en los términos dispuestos por el artículo 20 del Código Procesal Constitucional y disponerse la nulidad de todo lo actuado hasta el momento en que se incurrió en dicho vicio; sin embargo, atendiendo a lo dispuesto en el artículo III del Título Preliminar del Código Procesal Constitucional y en aplicación de los principios de economía y celeridad procesal, este Tribunal - al igual que en la RTC 2988-2009-PA/TC, Caso Rosa Sofía Vergara Mejía- considera que el caso de autos merece una respuesta pronta, dada la incidencia negativa que la falta de decisión definitiva sobre la pretensión demandada puede generar en los derechos al acceso a una prestación pensionaria y a la salud del recurrente en el caso de que se dilate aún más el proceso, más aún cuando ya se han transitado todas las instancias judiciales del amparo. Por esta razón, debe ' conferirse un plazo excepcional de 5 días hábiles a Rímac Internacional Compañía de Seguros y Reaseguros S.A. para que haga valer su derecho de defensa y alegue lo que juzgue conveniente, luego de lo cual, o vencido dicho plazo y previa vista de la causa, esta quedará expedita para su resolución definitiva.""]"
04968-2014-HC,https://www.tc.gob.pe/jurisprudencia/2015/04968-2014-HC.pdf,data\sentencia-Extract\2015\sentencia-pdf-2015.csv,Proceso de Habeas Corpus,,Infundada,"['HA RESUELTO:\n(...) 3. Establecer como PRECEDENTE VINCULANTE, conforme al artículo VII del Título Preliminar del Código Procesal Constitucional, las reglas contenidas en los fundamentos 21 (segundo párrafo), 23 (segundo párrafo), 33, 42 (párrafo final), 45 (tercer párrafo), 49 (segundo párrafo), 55 (párrafo final), 63 (primer párrafo), 67, 82 (primer párrafo), 83 (primer párrafo) y 90 (primer párrafo), incluso para los procedimientos y procesos en trámite.', '21. A su vez, el artículo 5° del Reglamento del Congreso establece que la función de control político comprende, entre otras cuestiones, “la realización de actos e investigaciones y la aprobación de acuerdos sobre la conducta política del Gobierno, los actos de la administración y de las autoridades del Estado”. Es decir, hay una asociación entre las investigaciones congresales y el propósito de velar por el regular tratamiento de la cosa pública. Así, bajo una interpretación sistemática, puede agregarse que, en general, los asuntos relacionados con el resguardo de la debida gestión estatal son de interés público, y por tanto, pueden ser objeto de investigación por el Congreso de la República. […]', '23. En la demanda se aduce, sin embargo, que ""la única excepción"" que permite en el marco de una investigación parlamentaria investigar a privados, ""consiste en la exposición de razones que justifiquen que las relaciones entre privados tienen, a su vez, alguna vinculación con la actuación de los órganos estatales"", las cuales además deben ser respetuosas de los principios de razonabilidad y proporcionalidad . Con prescindencia de si se trata de la única excepción o no, el Tribunal Constitucional coincide con el criterio de que una comisión de investigación parlamentaria puede investigar hechos concernientes a personas que no son funcionarios públicos si ellos guardan una estrecha vinculación con la regular actuación o no de los órganos del Estado. De ser así, el asunto reviste interés público. Por ello, corresponde valorar si dicha vinculación se encuentra suficientemente justificada en la Moción de Orden del Día, obrante a fojas 1 15 Y siguiente de autos, que le otorga a dicha Comisión facultades para investigar presuntas irregularidades en la adquisición de determinados inmuebles por parte de la señora Eva Fernenbug, suegra del expresidente Alejandro Toledo Manrique.', '33. La decisión del Pleno del Congreso de instituir una Comisión de Investigación para el análisis de un asunto de interés público no es per se restrictiva de ningún bien constitucional. Ergo, no existe una estructura que permita analizar dicha medida a la luz del principio de proporcionalidad.', '42. Al respecto, es cierto que forma parte del contenido constitucionalmente protegido del derecho fundamental a la asistencia letrada que el abogado defensor pueda plantear, dentro de los cauces legales, todas las objeciones materiales y formales que juzgue necesarias durante todas las etapas de investigación y juzgamiento, para que sean debidamente valoradas. Ahora bien, este contenido no puede considerarse transgredido si, pese a poder plantearlas, tales objeciones no son finalmente acogidas.', '45. El Tribunal Constitucional no comparte el criterio de la parte demandante. En efecto, el no ser compelido a declarar o reconocer culpabilidad contra sí mismo, es un derecho fundamental implícito en la Norma Fundamental, y expresamente reconocido como tal en el artículo 25°, inciso 2, del CPCons. Su contenido constitucionalmente protegido resulta resguardado, en primer lugar, garantizando a la persona el conocimiento cierto de que le asiste el derecho a guardar silencio ""en el correcto supuesto de que debe ser la parte acusatoria la encargada de desvanecer la inocencia presunta"" (STC 0376-2003- PHC, F. J. 9), aspecto que resulta tutelado cuando se le permite a la persona de modo efectivo ser asistida técnicamente por un abogado defensor, cuestión que, como quedó dicho, ha sido respetada en el caso de autos. En segundo término, se protege el derecho asegurando la inexistencia de todo elemento que razonable y objetivamente lleve a sostener que la persona está siendo forzada, amenazada o condicionada para que reconozca una culpabilidad que, de no haber mediado tal elemento, no habría reconocido. Así, pues, ni la formulación de preguntas utilizando palabras como \'mintió \' o \'si es e cierto\' o \'no cierto\', ni una solicitud de confesión sincera, ni la reiteración de interrogantes, pueden ser razonable y objetivamente entendidos como factores que en sí mismos obliguen a nadie a confesarse culpable. Esta conclusión no varía por el hecho de que la pregunta sea formulada por una autoridad, menos aún si la persona se encuentra en dicho momento efectivamente asistida por un abogado defensor de su libre elección. Siendo así, no se verifica la lesión iusfundamental alegada y debe desestimarse también este extremo de la pretensión. […]', '45. El Tribunal Constitucional no comparte el criterio de la parte demandante. En efecto, el no ser compelido a declarar o reconocer culpabilidad contra sí mismo, es un derecho fundamental implícito en la Norma Fundamental, y expresamente reconocido como tal en el artículo 25°, inciso 2, del CPCons. Su contenido constitucionalmente protegido resulta resguardado, en primer lugar, garantizando a la persona el conocimiento cierto de que le asiste el derecho a guardar silencio ""en el correcto supuesto de que debe ser la parte acusatoria la encargada de desvanecer la inocencia presunta"" (STC 0376-2003- PHC, F. J. 9), aspecto que resulta tutelado cuando se le permite a la persona de modo efectivo ser asistida técnicamente por un abogado defensor, cuestión que, como quedó dicho, ha sido respetada en el caso de autos. En segundo término, se protege el derecho asegurando la inexistencia de todo elemento que razonable y objetivamente lleve a sostener que la persona está siendo forzada, amenazada o condicionada para que reconozca una culpabilidad que, de no haber mediado tal elemento, no habría reconocido. Así, pues, ni la formulación de preguntas utilizando palabras como \'mintió \' o \'si es e cierto\' o \'no cierto\', ni una solicitud de confesión sincera, ni la reiteración de interrogantes, pueden ser razonable y objetivamente entendidos como factores que en sí mismos obliguen a nadie a confesarse culpable. Esta conclusión no varía por el hecho de que la pregunta sea formulada por una autoridad, menos aún si la persona se encuentra en dicho momento efectivamente asistida por un abogado defensor de su libre elección. Siendo así, no se verifica la lesión iusfundamental alegada y debe desestimarse también este extremo de la pretensión. […]', '55. Corresponde precisar que lo expuesto no resulta matizado o enervado por lo afirmado en el F. 1. 23 de la misma sentencia constitucional. En él se señala lo siguiente: El derecho a la comunicación previa y detallada de la acusación, supone en primer lugar que las comisiones investigadoras deben dar a conocer con claridad bajo qué cargos y por qué circunstancias se cita a una persona a declarar. Impone asimismo al Congreso la obligación de legislar con claridad los distintos procedimientos sancionatorios, especialmente para garantizar los derechos que le asisten a quienes son investigados y citados. Sobre el particular, es bastante obvio, en primer lugar, que cuando este Colegiado refiere que el Congreso tiene ""la obligación de legislar con claridad los distintos procedimientos sancionatorios, especialmente para garantizar los derechos que les asisten a quienes son investigados y citados"", no se refiere a los procedimientos de las comisiones de investigación del Parlamento, por el sencillo motivo de que estos no son ""procedimientos sancionatorios"". En segundo término, cuando en el fundamento se alude a la ""acusación"", se hace en sentido lato, y no a la ""acusación"" en sentido estricto, puesto que los procedimientos de las comisiones de investigación del Congreso no son procedimientos acusatorios. Y, en tercer lugar, cuando se alude al deber de ""dar a conocer con claridad bajo qué cargos por qué circunstancias se cita a una persona a declarar"", ello se hace bajo el umbral del parámetro constitucional sine qua non para una comisión de investigación e, como ya se dijo, cual es permitir al notificado ""conocer con el mayor detalle posible los hechos que se le atribuyen"", tal como se señala en el párrafo 31 de la sentencia de la Corte IDH recaída en el Caso Barreto Leiva vs. Venezuela y en el F. 1. 18 de la STC 00156-2012-PHC. De ahí que el deber de dar a conocer los ""cargos"" respectivos dependerá del ámbito y del estado en el que se encuentre la respectiva investigación, no siendo una obligación que pueda imponerse con prescindencia del análisis de cada caso en particular. […]', '63. Así, más allá de que aún no se proceda a la previsión de dicho plazo, la violación del derecho fundamental a la concesión del tiempo para preparar la defensa resultará efectivamente constatado si, a la luz de las circunstancias del caso concreto, se aprecia que no se brindó al investigado un plazo razonable para articular su defensa. Sin embargo, en este caso concreto, entre la fecha en que se le notifica al expresidente Alejandro Toledo su condición de investigado y se le cita a rendir su manifestación (30 de septiembre de 2013) Y la fecha de la sesión en que se efectiviza su derecho a ser oído y rinde su declaración indagatoria (25 de octubre de 2013), transcurrieron 25 días naturales, tiempo suficiente para preparar debidamente su defensa. […]', ""67. Sobre el particular, corresponde recordar que, a diferencia de otros procedimientos que pueden activarse en sede parlamentaria, el de las comisiones de investigación no es un procedimiento acusatorio, ni tampoco sancionatorio,' sus conclusiones no siempre culminan en una recomendación de acusación,' y, aunque así fuere, ellas no vinculan a ningún poder público. No es, pues, un ámbito en el que, a criterio de este Tribunal, opere el derecho fundamental a interrogar testigos como parte del derecho fundamental a la defensa. […]"", '83. De esta manera, mientras exista respeto por el honor y la buena reputación de las personas (artículo de la Constitución) y no se realice una imputación directa de responsabilidad penal que resulte reñida con la presunción de inocencia (artículo r, inciso 24, literal e, de la Constitución), no resulta inconstitucional que los miembros de una comisión de investigación en sus intervenciones deslicen abrigar una hipótesis sobre el caso, una vez analizados los actuados respectivos. Por lo demás, sostener la tesis de que se encuentran jurídicamente impedidos de hacerlo es incompatible con la naturaleza eminentemente política del Parlamento. Asunto distinto es el análisis de si resulta prudente o no que lo hagan. Pero evidentemente adoptar una posición sobre dicha cuestión escapa a las competencias de este Colegiado. […]', '90. En tal sentido, es oportunidad para que este Tribunal rectifique dicho criterio y precise que el suceso que debe necesariamente verificarse antes de solicitar el levantamiento del secreto bancario es la conformación de la Comisión, más no la comunicación al investigado de los hechos por los cuales se va a investigar. Ello por el sencillo motivo de que esta última no es una condición previa que deba verificarse ni siquiera en el ámbito jurisdiccional, tal como deriva del artículo 235, inciso 1), del Nuevo Código Procesal Penal, el cual dispone lo siguiente: El Juez de la Investigación Preparatoria, a solicitud del Fiscal, podrá ordenar, reservadamente y sin trámite alguno, el levantamiento del secreto bancario, cuando sea necesario y pertinente para el esclarecimiento del caso investigado. En efecto, en determinadas circunstancias, el éxito del objetivo que subyace tras una solicitud de levantamiento del secreto bancario se encuentra, justamente, en que la decisión jurisdiccional se adopte sin conocimiento aún de que existe una investigación de por medio, sin perjuicio de lo cual con posterioridad debe conocerse el sentido de la resolución para tener la posibilidad de controlar que esta se encuentre debidamente motivada. […] 3. Establecer como PRECEDENTE VINCULANTE, conforme al artículo VII del Título Preliminar del Código Procesal Constitucional, las reglas contenidas en los fundamentos 21 (segundo párrafo), 23 (segundo párrafo), 33, 42 (párrafo final), 45 (tercer párrafo), 49 (segundo párrafo), 55 (párrafo final), 63 (primer párrafo), 67, 82 (primer párrafo), 83 (primer párrafo) y 90 (primer párrafo), incluso para los procedimientos y procesos en trámite.']"
02383-2013-AA,https://www.tc.gob.pe/jurisprudencia/2015/02383-2013-AA.pdf,data\sentencia-Extract\2015\sentencia-pdf-2015.csv,Proceso de Amparo,"Con fecha 22 de julio de 2009, el recurrente interpone demanda de amparo contra el Proyecto Especial Pichis Palcazú (PEPP), solicitando que se le restituya en el cargo de responsable de tesorería que venía ocupando. Manifiesta que ingresó a laborar para la entidad emplazada el 15 de noviembre de 2006, y que desde esa fecha no fue objeto de llamadas de atención o de suspensiones, hasta que, mediante la Resolución Directoral N° 104-2009-AG-PEPP-CD/DE, de fecha 16 de marzo de 2009, se le sancionó con seis meses de suspensión; y luego, a través de la Resolución Directoral N° 149-2009-AG-PEPP-CD/DE, de fecha 11 de mayo de 2009, fue suspendido por tres meses, pese a que los hechos que sustentan las supuestas faltas que se le imputaron habían ocurrido en el año 2008, por lo que se ha trasgredido el principio de inmediatez. Por otro lado, el actor sostiene que las sanciones que se le impusieron fueron una represalia por su afiliación al Sindicato Único de Trabajadores del Proyecto Especial Pichis Palcazú, en el mes de enero de 2009, fecha desde la cual se iniciaron en su contra actos de hostilización y amenazas de ser despedido por la comisión de faltas graves si no renunciaba al sindicato. Ese ultimátum se concretaría en diciembre de 2009, momento en el cual vencen las suspensiones de las que fue objeto y, además, coincide con el vencimiento del plazo de duración de su contrato de trabajo para servicio específico, lo que configuraría un despido fraudulento. Asimismo, refiere el recurrente que sus contratos de trabajo a plazo fijo se desnaturalizaron, debido a que en el desempeño de los cargos de especialista en abastecimientos, tesorero y Jefe de la Oficina de Administración que ejerció, realizó labores de carácter permanente. Por ello, en aplicación del principio de primacía de la T UNAL CONSTITUCIONAL EXP. N' 02383-2013-PA/TC JUNÍN ELGO RÍOS NÚÑEZ realidad ern(cid:9) ador a plazo indeterminado. Afirma el demandante que el accionar fraudulento de la entidad demandada vulnera sus derechos al trabajo, a la tutela procesal efectiva, a la igualdad, a la libertad sindical, al honor y a la rectificación de información, así como el principio de inmediatez. El Director Ejecutivo del Proyecto demandado propone las excepciones de ispendencia, falta de agotamiento de la vía administrativa y de prescripción; y c ntesta la demanda en la que señala que no existió despido, sino la suspensión perfecta d las labores del actor por habérsele impuesto una sanción disciplinaria, por lo que su vínculo laboral permanecía vigente. Refiere que las sanciones impuestas al actor fueron resultado de un proceso investigatorio llevado a cabo conforme a ley. El Juzgado Civil Transitorio de La Merced, con fecha 17 de enero de 2012, declara infundadas las excepciones propuestas; y con fecha 12 de setiembre de 2012, declara infundada la demanda, por considerar que los procedimientos investigatorios y las sanciones impuestas al actor se efectuaron conforme al Manual de Procesos Investigatorios de la Sede Central de Proyectos Especiales y Programas de Inversión del INADE, porque no se ha comprobado que las sanciones impuestas sean consecuencia de su afiliación sindical, y porque el supuesto despido fraudulento no puede ser ventilado en el proceso de amparo, por existir hechos controvertidos que requieren contar con una etapa probatoria. La Sala revisora, revocando la apelada, declara improcedente la demanda, por estimar que el cuestionamiento de las resoluciones administrativas que sancionaron al debe ser dilucidado en la vía del proceso contencioso administrativo, pues éstas ispusieron la suspensión del trabajador en sus labores y no su despido; precisando, además, que no se ha acreditado que las sanciones tengan relación con las actividades sindicales del demandante.",Infundada,"['HA RESUELTO:\n(…) 3. Establecer como PRECEDENTE, conforme al artículo VII del Título Preliminar del Código Procesal Constitucional, las reglas contenidas en los fundamentos 12 al 15 y 17 de esta sentencia.', 'HA RESUELTO:\n(...) 4. Establecer que, en lógica de favorecimiento del proceso, en todos aquellos procesos de amparo a los que resulte aplicables las reglas contenidas en el precedente de autos, hasta la fecha de publicación de la presente sentencia, deberá habilitarse el respectivo plazo para que en la vía ordinaria el justiciable pueda demandar, si así lo estima pertinente, el reclamo de sus derechos, conforme los fundamentos 18, 19 y 20 de la presente sentencia.', '12. Sistematizando la jurisprudencia vigente de este Tribunal, puede afirmarse que existen dos perspectivas para entender cuándo una vía puede ser considerada ""igualmente satisfactoria"": una objetiva, vinculada al análisis de la vía propiamente dicha (vía específica idónea); y otra subjetiva, relacionada con el examen de la afectación al derecho invocado (urgencia iusfundamental).', '13. Desde la perspectiva objetiva, el análisis de la vía específica idónea puede aludir tanto: (1) a la estructura del proceso, atendiendo a si la regulación objetiva del procedimiento permite afirmar que estamos ante una vía célere y eficaz (estructura idónea) , o (2) a la idoneidad de la protección que podría recibirse en la vía ordinaria, debiendo analizarse si la vía ordinaria podrá resolver debidamente el caso iusfundamental que se ponga a su consideración (tutela idónea) . Este análisis objetivo, claro está, es independiente a si estamos ante un asunto que merece tutela urgente.', '14. De otra parte, desde una perspectiva subjetiva, una vía ordinaria puede ser considerada igualmente satisfactoria si: (1) transitada no pone en grave riesgo al derecho afectado, siendo necesario evaluar si transitar la vía ordinaria puede tornar irreparable la afectación alegada (urgencia como amenaza de irreparabilidad . situación también predicable cuando existe un proceso ordinario considerado como ""vía igualmente satisfactoria"" desde una perspectiva objetiva; (2) se evidencia que no es necesaria una tutela urgente, atendiendo a la relevancia del derecho involucrado o a la gravedad del daño que podría ocurrir (urgencia por la magnitud del bien involucrado o del daño).', '15. Queda claro, entonces, que la vía ordinaria será ""igualmente satisfactoria"" a la vía del proceso constitucional de amparo, si en un caso concreto se demuestra, de manera copulativa, el cumplimiento de estos elementos: a. Que la estructura del proceso es idónea para la tutela del derecho; b. Que la resolución que se fuera a emitir podría brindar tutela adecuada; c. Que no existe riesgo de que se produzca la irreparabilidad; y d. Que no existe necesidad de una tutela urgente derivada de la relevancia del derecho o de la gravedad de las consecuencias. En sentido inverso, la ausencia de cualquiera de estos presupuestos revela que no existe una vía idónea alternativa al amparo, por lo que la vía constitucional quedará habilitada para la emisión de un pronunciamiento de fondo (salvo que se incurra en alguna otra causal de improcedencia). […]', '17. Las reglas para determinar cuándo una vía ordinaria alterna resulta igualmente satisfactoria son las establecidas en esta sentencia, y conforme a ellas se interpretará el inciso 2 del artículo 5, resultandos aplicables a todos los procesos de amparo, independientemente de su materia.', '18. Ahora bien, debe aclararse que en todos aquellos procesos de amparo a los que resulte aplicables las reglas aquí señaladas, hasta la fecha de publicación de la presente sentencia, deberá habilitarse el respectivo plazo para que en la vía ordinaria el justiciable pueda demandar, si así lo estima pertinente, el reclamo de sus derechos.', '19. De igual manera, esta habilitación de plazo debe ser de aplicación a todos aquellos 11 procesos de amparo en los que antes de la fecha de publicación del caso de autos, se hubieran aplicado las nuevas reglas de determinación sobre cuándo una vía ordinaria resulta igualmente satisfactoria, las mismas que si bien se incluyen en los fundamentos precedentes, también han sido utilizadas, idénticamente, en otros procesos ya publicados como aquellos autos de los Expedientes 02677-2013- PA/TC (publicado el 26 de agosto de 2014), 03070-2013-PA/TC (publicada el 11 de setiembre de 2014), entre otros.', '20. En dichos casos, así como en todos los cuales ya se hubiesen aplicado las nuevas reglas del artículo 5 inciso 2 del Código Procesal Constitucional (perspectiva objetiva: estructura idónea y tutela idónea, y perspectiva subjetiva: urgencia como amenaza de irreparabilidad y urgencia por la magnitud del bien involucrado o del daño), y en los que no se ha realizado expresamente dicha habilitación de plazo que si establece en el precedente de autos, por razones de equidad (al existir supuestos idénticos), debe aplicársele la misma consecuencia jurídica (habilitación del plazo para que en la vía ordinaria el respectivo justiciable pueda demandar, si así lo estima pertinente, el reclamo de sus derechos), atribuida por este Tribunal Constitucional a los casos mencionados en el fundamento 18 de la presente sentencia.']"
