numero_expediente,url_archivo_TC,url_archivo_original,tipo_expediente,motivos_demanda,sentido_resolucion,fundamentos
00140-1995-HC,https://tc.gob.pe/jurisprudencia/1996/00140-1995-HC.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Habeas Corpus,,Fundada,"['Considerando que el parágrafo f) del inciso veinticuatro del artículo segundo de la Constitución no permite que por algún motivo se prolongue la detención de una persona por más de veinticuatro horas, término en el que debe ser puesto a disposición del juez competente; que éste es un derecho fundamental de todo ciudadano para preservar su libertad, principio que el Tribunal debe hacer cumplir teniendo en cuenta que de acuerdo a lo dispuesto en el artículo doscientos uno de la Carta Magna es su órgano de control, que apareciendo de autos que el detenido es presunto autor de delitos contra el patrimonio.']"
00176-1995-HC,https://tc.gob.pe/jurisprudencia/1996/00176-1995-HC.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Habeas Corpus,,Improcedente,"['Considerando que los hechos de violación de derechos fundamentales que se imputan el demandando cesaron antes de interponerse la Acción de Hábeas Corpus, por lo que no pueden reponerse a la situación existente antes de esa interposición que no se ha probado que haya una amenaza permanente de detención contra los demandantes.']"
00167-1995-HC,https://tc.gob.pe/jurisprudencia/1996/00167-1995-HC.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Habeas Corpus,,Infundada,['Los pertinentes de la sentencia de vista que conducen a determinar que no se ha acreditado que la demandante haya sido objeto de hechos o amenazas que hayan vulnerado su libertad individual o algún otro derecho fundamental que amerite una Acción de Hábeas Corpus.']
00154-1995-HC,https://tc.gob.pe/jurisprudencia/1996/00154-1995-HC.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Habeas Corpus,,Fundada,"['[...] la Circular de la Corte Suprema invocada por el accionante se encontraba vigente al momento de interponerse la demanda, y también al de expedirse la sentencia impugnada y que, contrariamente a lo que se sostiene en la recurrida, el estado de emergencia, declarado por el Decreto Supremo cero cero cinco-noventicinco-DE/CC/FFAA, en que también se apoya la misma, no puede privar la vigencia a dicha Circular, según la cual no procedía la detención que motiva la denuncia, puesto que dicha Circular se limita a precisar los requisitos de identidad que deben satisfacer las requisitorias para ser válidas y hacer posible detenciones como la impugnada, siendo irrelevante, por ello, la existencia, o no, de un estado de emergencia como el invocado en la misma.']"
00155-1995-HC,https://tc.gob.pe/jurisprudencia/1996/00155-1995-HC.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Habeas Corpus,,Infundada,"['Considerando los fundamentos, de la sentencia recurrida que se reproducen y que tratándose de resoluciones expedidas con arreglo a ley en un procedimiento regular en que la demandante ha hecho uso de los recursos impugnatorios a que tiene derecho en virtud del principio de la doble instancia.']"
00131-1995-HC,https://tc.gob.pe/jurisprudencia/1996/00131-1995-HC.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Habeas Corpus,,Improcedente,"['[...] en el proceso judicial regular, en que rige el principio de la doble instancia, las partes pueden hacer uso de los recursos impugnatorios pertinentes por lo que las resoluciones que se expiden en esos procesos no pueden ser objeto de acciones de garantía, de conformidad con lo dispuesto en el artículo sexto de la Ley veinticinco mil quinientos seis, que por otro lado el artículo décimo de la Ley veinticinco mil trescientos noventa y ocho establece que las anomalías que puedan producirse en esta clase de procesos se ventilarán y resolverán dentro de ellos y que por ningún motivo en los mismos, podrá detenerse mediante una acción de garantía la ejecución de las sentencias, que el apercibimiento empleado por el Juez de ""bajo responsabilidad"" no implica amenaza de detención corporal.']"
00142-1995-HC,https://tc.gob.pe/jurisprudencia/1996/00142-1995-HC.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Habeas Corpus,,Improcedente,"['Considerando: Que, aun cuando la naturaleza de la reparación civil sea una situación jurídica totalmente distinta de las reglas de conducta a las que un condenado haya sido sometido en virtud de una sentencia firme y consentida, y por tanto su incumplimiento, total o parcial, legalmente no pueda incidir sobre la sanción penal impuesta, también es cierto que el actor tenía expedito el ejercicio de los medios impugnativos que la ley procesal penal prevé a fin de que una resolución judicial contra legem pueda ser revisada por un órgano superior de la jurisdicción ordinaria. Que, de conformidad con lo establecido en el artículo 10 de la Ley 25398, el proceso constitucional de Hábeas Corpus, de carácter extraordinario y residual, no es un mecanismo a través del cual se pueda corregir o enmendar deficiencias producidas al interior de un proceso judicial regular. Que, de autos, efectivamente se aprecia que el actor, antes de hacer ejercicio de los recursos impugnativos que el Código de Procedimientos Penales prevé, optó por acudir a la vía excepcional y sumarísima del Hábeas Corpus.']"
00220-1995-HC,https://tc.gob.pe/jurisprudencia/1996/00220-1995-HC.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Habeas Corpus,,Infundada,"['Considerando: Que los hechos invocados como fundamentos de la demanda han sido desvirtuados en el curso de la sumaria investigación, y que, además, el demandante, al interponer el recurso de vista, no los ha reiterado ni ha agregado razones atendibles que los robustezcan o sustituyan.']"
00002-1995-HC,https://tc.gob.pe/jurisprudencia/1996/00002-1995-HC.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Habeas Corpus,,Infundada,"['Considerando: Que la sumaria investigación efectuada en autos no ha permitido acreditar, en modo alguno, los hechos alegados por la accionante, en el sentido que a la beneficiaria se le tenga incomunicada y se le niegue el derecho de defensa; que, muy por el contrario, ésta ha manifestado -en su declaración obrante a fojas nueve- que el día veinte de diciembre de mil novecientos noventa y tres fue visitada por sus padres; esto es, apenas una semana antes de la fecha de interposición de la presente Acción; que, en tal virtud, no habiéndose vulnerado los derechos constitucionales invocados, la demanda deviene infundada.']"
00203-1995-HC,https://tc.gob.pe/jurisprudencia/1996/00203-1995-HC.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Habeas Corpus,,Fundada,"['Considerando: Que la demanda está correctamente fundada, entre otros, en los artículos 137° y concordantes del Código Procesal Penal; que la solicitud de libertad inmediata se presentó el tres de marzo de mil novecientos noventa y cinco, y que, dos meses después, el cinco de mayo de mil novecientos noventa y cinco, aún no había sido resuelta, no obstante haberla reiterado el demandante en varias oportunidades; que las especiales circunstancias registradas, entre las que figura la vacación anual de los vocales demandados y el recurso de inhibición que, contra ellos, formuló el propio actor, si bien explican, en parte, la demora que motivó la demanda de autos, no la justifican plenamente, ni menos podían privar al demandante de su derecho a utilizar la vía constitucional de autos.']"
