"numero_expediente","url_archivo_TC","url_archivo_original","tipo_expediente","motivos_demanda","sentido_resolucion","fundamentos"
"03768-2009-AA","https://tc.gob.pe/jurisprudencia/2010/03768-2009-AA.pdf","data\sentencia-Extract\2010\sentencia-pdf-2010.csv","Proceso de Amparo","La recurrente interpone demanda de amparo contra la Oficina de Normalización Previsional (ONP), solicitando se expida Resolución que le otorgue la pensión de . , /'\. J jubilación de acuerdo al Decreto Ley 19990 y su Reglamento el Decreto Supremo O1 1- V '-./ 74 -TR. La emplazada contesta la demanda solicitando que se la declare improcedente, ' alegando que la actora solicita el otorgamiento de una pensión y no que se garantice la protección de un derecho adquirido. El Segundo Juzgado Civil de Huancayo, con fecha 22 de octubre de 2008, declara fundada la demanda, por considerar que la recurrente reúne los requisitos previstos en el Decreto Ley 19990 para acceder a una pensión de jubilación. La Sala Superior competente revoca la apelada y, reformándola, declara improcedente la demanda por estimar que, siendo necesaria la actuación de pruebas, la pretensión debe ser ventilada en un proceso distinto al del amparo.","Fundada","['6. Este Tribunal en el fundamento 26, inciso a), de la STC N.° 4762-2007-PA/TC, publicada el 25 de octubre de 2008 en el diario oficial El Peruano, ha precisado que para el reconocimiento de períodos de aportaciones que no han sido considerados por la ONP, el demandante con la finalidad de generar suficiente convicción en el juez de la razonabilidad de su petitorio puede adjuntar a su demanda, como instrumento de prueba, los siguientes documentos: certificados de trabajo, las boletas de pago de remuneraciones, los libros de planillas de remuneraciones, las liquidaciones de tiempo de servicios o de beneficios sociales, las constancias de aportaciones de Orcinea, del IPSS o de EsSalud, entre otros documentos.']"
"04987-2009-AA","https://tc.gob.pe/jurisprudencia/2010/04987-2009-AA.pdf","data\sentencia-Extract\2010\sentencia-pdf-2010.csv","Proceso de Amparo","La recurrente interpone demanda de amparo contra la Oficina de Normalización Previsional (ONP), solicitando que se declare inaplicable la Resolución 32673-2008- 0NP/DC/DL 19990, de fecha 25 de abril de 2008; y que, en consecuencia, se le otorgue pensión de jubilación adelantada de conformidad con el artículo 44 del Decreto Ley 19990. La emplazada contesta la demanda alegando que la actora no reúne los años de aportes necesarios para acceder a la pensión de jubilación que solicita. El Trigésimo Tercer Juzgado Civ· 1 , con fecha 8 de septiembre de 2008, declara infundada la demanda, esti ndo que on la documentación obrante en autos no se ha acreditado fehacientemente ...l as apo ciones necesarias para el otorgamiento de la pensión de jubilación adelantada. La Sala Superior com tente, revocando la apelada, declara i rocedente la demanda, argumentando q la actora no ha presentado documentació suficiente que acredite la totalidad de portaciones efectuadas, por lo que la con oversia debe ser dilucidada en un proceso que cuente con estación probatoria. NDAMENTOS rocedencia de la demanda En la STC 1417-2005-PA/TC, publicada en el 1 io oficial El Peruano el 12 de julio de 2005, este Tribunal ha señalado que ma parte del contenido esencial directamente protegido por el derecho funda ntal a la pensión las disposiciones legales que establecen los requisitos para u obtención, y que la titularidad del derecho invocado debe estar suficientemente acreditada para que sea posible emitir pronunciamiento. Delimitación del petitorio 2. En el presente caso, la demandante pretende que se le otorgue pensión de jubilación adelantada de conformidad con el Decreto Ley 19990, teniendo en cuenta la totalidad de sus aportaciones. En consecuencia, su pretensión está comprendida en el supuesto previsto en el fundamento 37.b) de la citada sentencia, motivo por el cual corresponde analizar el fondo de la cuestión controvertida. Análisis de la controversia 3. Previamente, cabe señalar que en el fundamento 26 de la STC 04762-2007-PA/TC, así como en la RTC 04762-2007-PA/TC este Colegiado ha establecido como precedente vinculante las reglas para acreditar periodos de aportaciones en el proceso de amparo, detallando los documentos idóneos para tal fin. 4. El artículo 44 del Decreto Ley 19990 establece que: ""los trabajadores que tengan cuando menos 55 ó 50 años de edad y 30 o 25 años de aportaciones, según sean hombres y mujeres, respectivamente, tienen derecho a pensión de jubilación[ ... ]"". 5. Con la copia del Documento Nacional de Identidad, obrante a fojas 2, se acredita que la demandante nació el 29 de octubre de 1954, y que, por tanto, cumplió con la edad requerida para acceder a la prestación solicitada el 29 de octubre de 2004. ----- 6. De la resolución impugnada y del -Cuadro R umen de Aportaciones, corrientes a fojas 3 y 4, respectivamente, se evidencia ue la demandada le denegó la pensión de jubilación a la actora por considerar e únicamente había acreditado 6 años y 5 meses de aportaciones al Sistema Na · nal de Pensiones. 7. El inciso d), artículo 7 de la esolución Suprema 306-2001-EF, Reglamento de Organización y Funciones e la Oficina de Normalización Previsional (ONP), dispone que la emplazad éiebe ""Efectuar la verificación, liquidación y fiscalización de derechos pensiona ·os que sean necesarias para garantizar su otorgamiento con arreglo a Ley"". El planteamiento utilizado por este Tribunal Constitucion para evaluar el cumplimiento del requisito relativo a las aportaciones dentro el Sistema Nacional de Pensiones se origina en la comprobación de la vinculaci' de naturaleza laboral entre el demandante y la entidad empleadora, y la conse ente responsabilidad, de origen legal, de esta última, en el pago de los aportes a entidad previsional. En efecto, a partir de la previsión legal contenida en los 'ículos 11 y 70 del Decreto Ley 19990, concordante con el artículo 13 del ind · élo texto legal, este Colegiado ha interpretado, de manera uniforme y reitera , que las aportaciones de los asegurados obligatorios deben tenerse por reali éias al derivarse de su condición de trabajadores. EXP. N.º 04987-2009-PA/TC LIMA TERESA DE JESÚS QUENECHE QUEVEDO 9. A efectos de acreditar las aportaciones no reconocidas, la demandante ha presentado los siguientes documentos: 9.1. Certificado de trabajo (copia certificada) expedido por la Cooperativa Agraria de Producción Sojo Ltda. 030-02-1, corriente a fojas 1O , en el que se indica que la recurrente laboró como obrera agrícola desde el 19 de enero de 1973 hasta el 30 de junio de 1982, con el cual podría acreditarse 9 años, 5 meses y 11 días de aportaciones. 9.2. Certificados de pago (copias fedateadas) obrantes de fojas 163 a 300, correspondientes a los años 1985 a 1987, y 1991 a 1998, con los cuales podría acreditar 8 años y 9 meses de aportaciones. Cabe precisar que de este periodo ya se encuentran reconocidos 4 años de aportes, según consta en el Cuadro Resumen de Aportaciones (f.4). 1O . En este sentido, con la documentación presentada por la actora podría acreditarse 14 años, 7 meses y 11 días de aportaciones, los cuales, sumados a los 6 años y 5 meses de aportes reconocidos, harían un total de 20 años, 7 meses y 11 días de aportes, los que resultan insuficientes para otorgar la pensión de jubilación adelantada. Consecuentemente, en virtud de lo establecido en el fundamento 26 f) de la STC 04762-2007-PA, la demanda debe desestimarse. Por estos fundamentos, el Tribunal Constitucional, con la autoridad que le confieren la Constitución Política del Perú","Infundada","['3. Previamente, cabe señalar que en el fundamento 26 de la STC 04762-2007-PA/TC, así como en la RTC 04762-2007-PA/TC este Colegiado ha establecido como precedente vinculante las reglas para acreditar periodos de aportaciones en el proceso de amparo, detallando los documentos idóneos para tal fin.', '4. El artículo 44 del Decreto Ley 19990 establece que: ""los trabajadores que tengan cuando menos 55 ó 50 años de edad y 30 o 25 años de aportaciones, según sean hombres y mujeres, respectivamente, tienen derecho a pensión de jubilación [...]"".']"
"06254-2008-AA","https://tc.gob.pe/jurisprudencia/2010/06254-2008-AA.pdf","data\sentencia-Extract\2010\sentencia-pdf-2010.csv","Proceso de Amparo","El recurrente interpone demanda de amparo contra la Oficina de Normalización Previsional (ONP), a fin de que se dec . aplicable la Resolución 4742-2005- ONP/DC/DL 18846; y que, en con encia s le otorgue renta vitalicia conforme al Decreto Ley 18846, por padecer nfermeda rofesional. Asimismo, solicita el pago de devengados, intereses, costas y costos. La emplazada contesta la de anda alegando que el certificado médico presentado por el demandante carece de alor probatorio por haber sido emitido por autoridad incompetente, dado que la-/ única entidad capaz de diagnos car las enfermedades profesionales y determinar el grado de incapacidad es la omisión Evaluadora de fermedades Profesionales, conforme lo estipula el artícu 61 del Decreto Supremo O 2-72-TR, Reglamento del Decreto Ley 18846. El Tercer Juzgado Especializado en lo Civil e Huancayo, con fecha 14 de oviembre de 2007, declara fundada la demanda, c siderando que el recurrente ha creditado fehacientemente padecer de enfermeda profesional mediante certificado médico, por lo que le corresponde percibir una pe sión de renta vitalicia conforme al Decreto Ley 18846. La Sala Superior competente, revoca o la apelada, declara improcedente la demanda, estimando que existe contradicció entre los medios probatorios presentados por las partes. _. III~IIIIII~IIIIIIII~IIIIII~ 1~ 1111111 EXP. N.O 06254-2008-PA/TC JUNÍN ARMANDO PECHO MIGUEL","Fundada","['3. Este Colegiado, en las STC 2513-2007-PA/TC, ha precisado los criterios respecto a las situaciones relacionadas con la aplicación del Régimen de Protección de Riesgos Profesionales (accidentes y enfermedades profesionales).', '7. En cuanto a la fecha en que se genera el derecho, este Colegiado considera que la contingencia debe establecerse desde la fecha del pronunciamiento de la Comisión Médica de Evaluación y Calificación de Invalidez, dado que el beneficio deriva justamente del mal que aqueja al demandante, y es a partir de dicha fecha que se debe abonar la pensión vitalicia - antes renta vitalicia- en concordancia con lo dispuesto por el artículo 19 del Decreto Supremo 003-98-SA.']"
"05885-2008-AA","https://tc.gob.pe/jurisprudencia/2010/05885-2008-AA.pdf","data\sentencia-Extract\2010\sentencia-pdf-2010.csv","Proceso de Amparo","La recurrente interpone demanda de amparo contra la Oficina de Normalización Previsional, (ONP) solicitando que se declare inaplicable la Resolución 114169-2006- ONPIDCIDL 19990, de fecha 23 de mayo de 2006, mediante la cual se declaró caduca su pensión de invalidez, y que en consecuencia se restituya la pensión que venía percibiendo, con el pago de las pensiones devengadas. La emplazada contesta la demanda manifestando que a fin de corroborar la condición de inválida de la actora se le requirió un nuevo examen médico a cargo de una comisión médica, la cual concluyó determinando que la demandante presenta enfermedad distinta a la que generó el derecho a la pensión otorgada y con un grado de discapacidad que no le impide ganar un monto equivalente al que percibe como pensión. El Juzgado Civil de Chiclayo, con fecha 16 de julio de 2008, declara fundada la demanda por considerar que las resoluciones administrativas expedidas por la emplazada presentan contradicciones por lo que no habría razón válida para declarar la caducidad de la pensión de la demandante. Asimismo, estima que con el certificado médico adjuntado se constata que la actora padece de una enfermedad irreversible con un menoscabo del 80%. La Sala Superior revisora, revocando la apelada, declara improcedente la demanda por estimar que los medios probatorios presentados por la demandante no generan convicción, por lo que la actora debe acudir a un proceso más lato que cuente con etapa probatoria, como es el proceso contencioso administrativo, de la cual carece 111I111111111111111111111111111I111111I EXP. N.O0 5885-2008-PA/TC LAMBAYEQUE VICENTA TERRONES OLIVOS el proceso de amparo.","Infundada","['3. Según el artículo 33 del Decreto Ley 19990, las pensiones de invalidez caducan en tres supuestos: a) Por haber recuperado el pensionista la capacidad física o mental o por haber alcanzado una capacidad, en ambos casos, en grado tal que le permita percibir una suma cuando menos equivalente al monto de la pensión que recibe; b) Por pasar a la situación de jubilado a partir de los 55 años de edad los hombres y 50 las mujeres, siempre que tengan el tiempo necesario de aportación para alcanzar este derecho y que el beneficio sea mayor; sin la reducción establecida en el artículo 44 de la misma norma; y c) Por fallecimiento del beneficiario.', '4. Asimismo, el artículo 26 del Decreto Ley 19990, modificado por el artículo 1 de la Ley 27023, dispone que el asegurado que pretenda obtener una pensión de invalidez deberá presentar ""[…] un Certificado Médico de Invalidez emitido por el Instituto Peruano de Seguridad Social, establecimientos de salud pública del Ministerio de Salud o Entidades Prestadoras de Salud constituidas según Ley 26790, de acuerdo al contenido que la Oficina de Normalización Previsional apruebe, previo examen de una Comisión Médica nombrada para tal efecto en cada una de dichas entidades [...]"".']"
"04493-2009-AA","https://tc.gob.pe/jurisprudencia/2010/04493-2009-AA.pdf","data\sentencia-Extract\2010\sentencia-pdf-2010.csv","Proceso de Amparo","Con fecha 24 de noviembre de 2008, la recurrente interpone demanda de amparo contra la Entidad Prestadora de Servicios de Saneamiento de Lambayeque S.A. (EPSEL S.A), solicitando que se la reponga e su puesto de trabajo. Manifiesta que ha sido víctima de despido fraudulento dad que fue despedida con ánimo perverso y auspiciado por el engaño, lo cual vuln a su derecho constitucional al trabajo. Agrega que a ella no le correspondían las ciones que supuestamente habría incumplido, como la aprobación de la cancel Ión de facturas, el otorgamiento de la buena pro o la verificación de la potencia de s equipos de máquinas de baldes, por lo que el Infi me N.o 004-2008-02-3472, de fecha 8 de setiembre del 2008, elaborado por el Ór no de Control Institucional de EPSEL S.A., resulta ser erróneo en la medida en que la sólo habría actuado en la elaboración del valor referencial del proceso. La entidad emplazada propone la excepción de incompetencia contesta la emanda solicitando que se la declare improcedente o infundada, a ciendo que la emandante no ha acreditado fehacientemente la supuesta violaci' o amenaza de violación de algún derecho constitucional; que se ha seguido el d ·do procedimiento de acuerdo al artículo 31 ° del Decreto Supremo N.o 003-97-T , y que los hechos imputados a la recurrente constituyen faltas graves tipificadas mo causas justas de despido, según el inciso a) del artículo 25° del mencionado D o Supremo N.O 003- 97-TR. 111~IIIIIIIIIIIII~illmlilillll EXP. N.O 04493-2009-PA/TC LAMBAYEQUE ESPERANZA ASUNCIONA PAICO GASCO Mediante resolución del 19 de marzo del 2009, el Juzgado Mixto del Módulo Básico de Justicia de José Leonardo Ortiz declaró fundada la excepción de incompetencia y, por consiguiente, nulo todo lo actuado y concluido el proceso, por considerar que del contenido de la Carta N.o 1016-2008-EPSEL S.A./GG se verifica que se indican los hechos que la demandada considera faltas graves, así como la sub sunción de éstas en determinadas normas legales, por lo que la verificación de éstas :tequeriría una etapa probatoria que no posee el proceso de amparo, de acuerdo al artículo 9° del Código Procesal Constitucional. Agrega que, por tratarse de un despido que siguió los lineamientos del proceso administrativo, debería cuestionarse en la vía ordinaria por ser la vía procedimental específica e igualmente satisfactoria para la protección de los derechos invocados. La Sala Superior revisora confirmó la apelada, por estimar que la controversia reviste una complejidad que sólo puede ser dilucidada en la vía ordinaria, puesto que evaluarla implica determinar si los criterios técnicos de administración de los contratos fueron oportunos o no, lo que requeriría de una estación probatoria, de la cual carece el proceso de amparo.","Infundada","['5. Al respecto, cabe recordar lo que prescribe el fundamento 15 c) de la STC 0976-2001-AA cuyos lineamientos son seguidos en el mencionado precedente vinculante de la STC 0206-2005-PA- respecto del despido fraudulento: ""Se produce el denominado despido fraudulento, cuando: Se despide al trabajador con ánimo perverso y auspiciado por el engaño, por ende, de manera contraria a la verdad y la rectitud de las relaciones laborales: aun cuando se cumple con la imputación de una causal y los cánones procedimentales, como sucede cuando se imputa al trabajador […].', '6. De lo mencionado en el fundamento anterior se deduce que existen tres supuestos de despido fraudulento: a) la imputación de hechos notoriamente inexistentes, falsos o imaginarios; b) la atribución de una falta no prevista legalmente, y c) la extinción de la relación laboral con vicio de voluntad; todos los cuales, deberán presentar la existencia de un ánimo perverso y auspiciado por el engaño de parte del empleador. Asimismo, en el fundamento 7 de la STC 0206-2005-PA, se ha dispuesto, con carácter vinculante, que es necesario que el demandante acredite fehaciente e indubitablemente la existencia de un fraude.']"
"03834-2009-HC","https://tc.gob.pe/jurisprudencia/2010/03834-2009-HC.pdf","data\sentencia-Extract\2010\sentencia-pdf-2010.csv","Proceso de Habeas Corpus","Con fecha 16 de abril de 2009, el recurrente interpone demanda de hábeas corpus y la dirige contra los vocales integrantes de la Cuarta Sala Penal Liquidadora de la Corte Superior de Justicia de La Libertad, señores Malea Guaylupo, Céspedes García y Rodríguez Villanueva, por considerar que se ha vulnerado su derecho al debido proceso en conexidad con la libertad individual. Sostiene el recurrente que mediante resolución de fecha 6 de marzo de 2 , ecaída en el incidente N.0 031-09, los jueces emplazados declararon improcedente solicitud de otorgamiento de beneficio penitenciario de liberación condicio realizando una incorrecta aplicación de las Leyes N.05 10124 y 26320. Refiere que le han s · o impuestas dos sentencias condenato ias por la comisión de delitos contra la salu ública, una respecto al delito de tráfico · ícito de drogas en su tipo base (Ar::. 296° el Código Penal) y otra en su forma ravada (Art. 297° del Código Penal) (12 14 años respectivamente); y que al haber perado la refundición de las penas impuestas no debió aplicarse la Ley N.0 2632 , que impide el acceso al beneficio de liberación condicional a las personas s ntenciadas por los delitos contemplados en los artículos 296° y 297° del Códi Penal, siendo en todo caso aplicable, por resultar más beneficiosa, la Ley N° 2438 . Realizada la investigación sumaria, los j ces emplazados mediante informe escrito (fojas 256) niegan enfáticamente los arg entos esgrimidos por el recurrente, y precisan que la demanda debe ser declarada i ndada, pues la improcedencia resuelta respecto del beneficio penitenciario solicita por el recurrente se ha emitido en un proceso regular. El Segundo Juzgado Penal de Investigación Preparatoria de la Corte Superior de Justicia de la Libertad, con fecha 19 de mayo de 2009, declaró improcedente la demanda por considerar que la refundición de las penas recaídas en contra del recurrente no implica que la calificación jurídica de los hechos deje de existir, por lo que la denegatoria del beneficio penitenciario se ha realizado conforme a lo dispuesto en la Ley N.0 26320, que contiene expresa prohibición para la concesión de beneficios penitenciarios para el delito tipificado en el Artículo 297° del Código Penal. La Sala Superior competente confirmó la apelada por similares fundamentos.","Infundada","['1. Este Tribunal advierte que la presente demanda constitucional tiene como objeto la impugnación de la resolución recaída en el incidente N.° 031-09, que declara improcedente la solicitud de liberación condicional presentada por el recurrente, lo que supondría una vulneración de sus derechos constitucionales al debido proceso en conexidad con la libertad individual.', '4. Sobre la base de lo antes mencionado, este Tribunal considera que la demanda debe ser desestimada, puesto que conforme se aprecia de autos (fojas 58), el recurrente presentó su solicitud de otorgamiento de liberación condicional con fecha 25 de noviembre de 2008, es decir, cuando la Ley N.° 26320, que restringe el acceso al beneficio penitenciario de liberación condicional a las personas sentenciadas por los delitos contemplados en los artículos 296° y 297° del Código Penal, se encontraba vigente y, por lo tanto, le resultaba aplicable, por lo que no se advierte que se haya vulnerado el derecho a la libertad personal del demandante, ni tampoco su derecho al debido proceso.']"
"02777-2008-AA","https://tc.gob.pe/jurisprudencia/2010/02777-2008-AA.pdf","data\sentencia-Extract\2010\sentencia-pdf-2010.csv","Proceso de Amparo","La recurrente interpone demanda de amparo contra la Oficina de Normalización Previsional, (ONP) solicitando que se declare inaplicable la Resolución 32582-2007- ONPIDC/DL 19990, de fecha 7 de noviembre de 2006, que declaró caduca su pensión de invalidez; y que, por consiguiente, se restablezca dicha pensión conforme a lo establecido por el Decreto Ley 19990, disponiéndose el pago de las pensiones devengadas, intereses legales y costos. Manifiesta que la Administración declaró caduca su pensión de invalidez definitiva, con el argumento de que se había comprobado que padecía de una enfermedad distinta generó dicha pensión, y e desde entonces ha quedado totalmente desprotegída. El Primer Juzgado en Civil de Chimbote, con fech 8 de agosto de 2007, declara improcedente la de nda considerando que no está 'editada la titularidad de derecho a la pensión. A fojas 55. obra la notificación cursada a la plazada, con lo cual se da cumplimiento a lo dispuesto por el artículo 47 del Códi Procesal Constitucional. La Sala Superior competente confirma la ape da por considerar que es necesaria la actuación de medios probatorios en un proceso lato. 1111111111111111111111111111111111111111111 EXP. N.O 02777-2008-PAlTC SANTA CECILIA HA YDÉE RUBIO GARCÍA","Infundada","['6. El artículo 33 del Decreto Ley 19990, establece que las pensiones de invalidez caducan en tres supuestos; a) Por haber recuperado el pensionista la capacidad física o mental o por haber alcanzado una capacidad, en ambos casos, en grado tal que le permita percibir una suma cuando menos equivalente al monto de la pensión que recibe; b) Por pasar a la situación de jubilado a partir de los cincuenticinco años de edad los hombres y cincuenta las mujeres siempre que tenga el tiempo necesario de aportación para alcanzar este derecho y que el beneficio sea mayor; sin la reducción establecida en el artículo 44° de la misma norma; y c) Por fallecimiento del beneficiario.', '7. A fojas 3 obra la Resolución 31817-2005-0NPIDCIDL 19990, de fecha 14 de abril de 2005, de la que se desprende que a la actora se le otorga pensión de invalidez sobre la base del Certificado Médico de Invalidez de fecha 10 de febrero de 2005, emitido por el Hospital La Caleta de Chimbote, mediante el cual se determinó que la incapacidad de la asegurada era de naturaleza permanente.']"
"01367-2009-AA","https://tc.gob.pe/jurisprudencia/2010/01367-2009-AA.pdf","data\sentencia-Extract\2010\sentencia-pdf-2010.csv","Proceso de Amparo","La recurrente interpone ma da de amparo contra la Oficina de Normalización Previsional (ONP), solicitando qu se nivele la pensión de jubilación de su cónyuge causante, en aplicación de la L 23908, en un monto equivalente a tres sueldos mínimos vitales, más la indexa .ó n trimestral automática, a fin de que se incremente el monto de su pensión de viu z. Asimismo, solicita el pago de devengados, intereses legales y costos procesales. La emplazada c testa la demanda alegando que al causante e la actora no le correspondió la aplic ión de la Ley 23908, toda vez que se le o rgó como pensión inicial un monto ma r a la pensión mínima legal establecida a di a fecha. I El Cuarto Juzgado Civil Transitorio de Descarga de . rujillo, con fecha 11 de junio de 2008, declara infundada la demanda, sosteniendo ue no resulta aplicable la Ley 23908 a la pensión inicial del cónyuge causante, tod vez que percibió un monto mayor al mínimo legal vigente al momento del otorgamie to de la pensión. La Sala Superior competente confirma la apelo a, argumentando que a la actora o le corresponde la aplicación de la Ley 23908, el razón de que el 11 de febrero de 006 adquirió su derecho a percibir pensión de vili z, es decir, con posterioridad a la erogación de la referida norma. 'ó'\l9ÚCADe(,. ... ~ "" * -, m:ríbunal (lCon~títucíonal illllllllllllllllllllllllll~1111111111111 EXP. N.o 01367-2009-PA/TC LA LIBERTAD MARíA ROSA V ÁSQUEZ DE BRINGAS","Infundada/Improcedente","['3. En la STC 5189-2005-PA/TC, del 13 de setiembre de 2006, este Tribunal, atendiendo a su función ordenadora y pacificadora, y en mérito de lo dispuesto en el artículo VII del Título Preliminar del Código Procesal Constitucional, acordó precisar los criterios adoptados en la STC 198-2003-AC/TC para la aplicación de la Ley 23908 durante su periodo de vigencia, y dispuso la observancia obligatoria de los fundamentos jurídicos 5 y del 7 al 21.', '4. Con relación a la pensión de jubilación del cónyuge causante de la actora, de la Resolución 7844-GRNM-IPSS-86, corriente a fojas 3, se advierte que: a) se le otorgó pensión de jubilación a partir del 16 de febrero de 1986; b) acreditó 31 años de aportaciones; y c) el monto inicial de la pensión otorgada fue de S/. 2,470.60.']"
"01957-2009-AC","https://tc.gob.pe/jurisprudencia/2010/01957-2009-AC.pdf","data\sentencia-Extract\2010\sentencia-pdf-2010.csv","Proceso de Cumplimiento","Con fecha 10 de octubre de 2007, el demandante interpone demanda de amparo contra el Director de Economía y Finanzas de la Policía Nacional del Perú, solicitando que se dé cumplimiento a la Resolución Directoral N.O 11076-DIRREHUM PNP, del 24 de julio de 2007, que dispone que se le abone doble remuneración total al habérsele reconocido doble tiempo de servicios e . os reales desde el 22 de junio de 1987 hasta el 6 de mayo de 1992, en c lmient e lo dispuesto por la Quinta Disposición Complementaria de la Ley N?' 4700. mismo, solicita que la referida remuneración le sea pagada conforme el artículo 2360 del Código Civil, se disponga que se le deduzca los descuentos de Ley R a la Caja de Pensiones Militar Policial y el Fondo de Seguro de Retiro y se le pag os intereses legales y los cost s del proceso. Refiere el demandante que prestó se lcios en la Dirección contra el T rrorismo y en la Unidad de Desactivación de Expl · ivos, para cuyos servidores esta previsto el beneficio de un doble cómputo del tiempo de servicios prestados y la correspondiente doble emuneración. El Ministerio del Interior deduce la excepc' n de incompetencia por razón de la materia, y contesta la demanda señalando q el mandato de la resolución cuyo cumplimiento se pretende no es claro y est' sujeto a controversia y a más de una interpretación, y que el derecho del demand te tuvo su origen en una norma que en la actualidad se encuentra derogada. • t .. "" p. 111~1111111111111~~I~mllllllllll EXP. N.o 01957-2009-PC/TC LIMA JOHNNY MANUEL SAA YEDRA MEJÍA Mediante resolución del 19 de junio de 2008, el Quincuagésimo Segundo Juzgado Civil de Lima declaró fundada la demanda en la parte que solicita el cumplimiento de la Resolución Directoral N.o 11076-DIRREHUM PNP, y su pago, conforme a lo establecido por el artículo 1236° del Código Civil, respecto del tramo comprendido entre el 24 de junio de 1987 y el 30 de junio de 1991; e infundada respecto del pago conforme el artículo 1236° del Código Civil del tramo que va del 1 de julio de 1991 al 5 de mayo de 1992 y respecto del pago de intereses legales, así como respecto del pago de costas y costos. La Sala revocó la decisión del Juzgado y declaró improcedente la demanda, por considerar que, en el caso de autos, el mandato se encontraba condicionado a las ""facultades"" de la Dirección de Economía y Finanzas de la Policía Nacional del Perú.","Fundada","['4. Asimismo, este Colegiado, en la sentencia N.° 168-2005-PC/TC, publicada en el diario oficial El Peruano el 29 de septiembre de 2005, en el marco de su función de ordenación que le es inherente y en la búsqueda del perfeccionamiento del proceso de cumplimiento, ha precisado, con carácter vinculante, los requisitos mínimos comunes que debe tener el mandato contenido en una norma legal y en un acto administrativo para que sea exigible a través del proceso constitucional indicado.', '7. Dentro de este contexto, en aplicación de la entonces vigente Ley N.° 24700, la bonificación por reconocimiento de doble tiempo de servicios del demandante debió hacerse efectiva sobre la base de la cantidad, que entre el 24 de junio de 1987 y el 5 de mayo de 1992, correspondía a la remuneración del demandante. Sin embargo, la restitución de su derecho y el pago que ello implica resultaría insignificante el día de hoy, dada la depreciación monetaria, si se considera como pago pendiente el monto nominal que correspondía a su remuneración entre las fechas señaladas. En consecuencia, en aplicación del criterio establecido en la sentencia N.° 574-2003-AA/TC, este Colegiado considera que, para apreciar el monto del reintegro solicitado, por equidad, se debe adoptar el criterio valorista contenido en el artículo 1236° del Código Civil.']"
"03732-2009-HC","https://tc.gob.pe/jurisprudencia/2010/03732-2009-HC.pdf","data\sentencia-Extract\2010\sentencia-pdf-2010.csv","Proceso de Habeas Corpus","Con fecha 27 de noviembre de 2008, don Marco Antonio Romero Ramírez interpone demanda de hábeas corpui a su favor y de don Cico Fernando Álamo Figueroa, dirigiéndola contra el Juez del Juzgado Especializado en lo Penal de Yungay, por la vulneración de sus derechos al debido proceso y a la libertad personal, al haber emitido la resolución N.0 01 de fecha 22 de octubre de 2008, en el Expediente N.0 2008- 225; solicita, por ello, que se declare la nulidad de la resolución, aduciendo que ésta, en virtud de la cual se les abre instrucción por la presunta comisión de los delitos de abuso de autoridad, usurpación y daños, en agravio de don Pablo Emiliano Roque Barroso, no les ha sido notificada. Asimismo, sostiene que dicha resolu ión hace una descripción de los hechos general e impersonal, y que adolece de falta motivación, principalmente porque no existe el juicio de · ac n que los incule con los hechos que constituirían los delitos de~clados, s · ación que le genera indefensión, pues no les permite conocer en forma,..p. recisa, e ra y concreta, 1 cargos formulados en su contra, afecta, además, sus derechos de ensa y al contra · torio. El Juzgado Mixto el Módulo Básico e Justicia de Caraz, con fecha 9 de diciembre de 2008 (f. 6), declaró infundada demanda, por considerar que no se ha violado el derecho a la motivación de las reso ciones judiciales, pues se puede verificar q se les imputa los delitos de abuso de utoridad, usurpación y daños, porque en e pañía de otras personas no identifi s se introdujeron a los terrenos que se e centraban en poder del agraviado en el ceso penal, derribando el cerco perimétrico í como árboles y edificaciones, actos q son materia de investigación. La Sala Penal Superior confirmó la apelada, estimando que el auto apertorio de instrucción sí cumplía con la exigencia constitucional de motivación, pues contiene los actos que se imputa a los demandantes y describe la forma cómo se habrían generado, los que son materia de investigación y no de imputación.","Improcedente / Infundada","['2. Sobre la impugnación del auto de apertura de instrucción, el Tribunal Constitucional ha establecido, en anterior jurisprudencia que: ""si bien uno de los requisitos para cuestionar mediante hábeas corpus una resolución de carácter jurisdiccional es que tenga la calidad de firme, conforme a lo previsto en el artículo 4 ° del Código Procesal Constitucional, tratándose del auto de apertura de instrucción no corresponde declarar la improcedencia de la demanda, toda vez que contra esta resolución no procede ningún medio impugnatorio mediante el cual se pueda cuestionar lo alegado en este proceso constitucional"" (STC N.° 8125-2005-PHC/TC, fundamento 3).', '4. Este Colegiado ha sostenido ""que no puede acudirse al hábeas corpus ni en él discutirse o ventilarse asuntos como la responsabilidad criminal, que es competencia exclusiva de la justicia penal. Sin embargo, no puede decirse que el hábeas corpus sea improcedente para ventilar infracciones a los derechos constitucionales procesales derivadas de una resolución expedida en proceso penal, cuando ella se haya dictado con desprecio o inobservancia de las garantías judiciales mínimas que deben guardarse en toda actuación judicial, pues una interpretación semejante terminaría, por un lado, por vacía de contenido el derecho a la protección jurisdiccional de los derechos y libertades fundamentales y, por otro, por promover que la cláusula del derecho a la tutela jurisdiccional (efectiva) y el debido proceso no tengan valor normativo"" (STC N.° 1230-2002-HC, Caso Tineo Cabrera, fundamento 7).']"
