"numero_expediente","url_archivo_TC","url_archivo_original","tipo_expediente","motivos_demanda","sentido_resolucion","fundamentos"
"01291-1999-AA","https://tc.gob.pe/jurisprudencia/2000/01291-1999-AA.pdf","data\sentencia-Extract\2000\sentencia-pdf-2000.csv","Proceso de Amparo","","Improcedente","['3. Que, en tal virtud, el demandante debió acogerse al silencio administrativo negativo una vez vencido el plazo de sesenta días calendario de interpuesto su recurso de reconsideración, e interponer la Acción de Amparo dentro de los sesenta días hábiles subsiguientes, de conformidad con el artículo 37° de la Ley N° 23506, de Hábeas Corpus y Amparo, en lugar de haberla interpuesto dos años y ocho meses después, máxime si el referido dispositivo legal no preveía la alternativa de que el interesado pueda esperar el pronunciamiento expreso de la Administración Pública; en consecuencia, a la fecha de presentación de la presente Acción de Amparo, el plazo de caducidad había vencido en exceso.']"
"00369-1999-AA","https://tc.gob.pe/jurisprudencia/2000/00369-1999-AA.pdf","data\sentencia-Extract\2000\sentencia-pdf-2000.csv","Proceso de Amparo","","Fundada/ Improcedente","['1. Que, obra en autos a fojas cinco el Recurso de Reconsideración que fue presentado por el demandante con fecha veintitrés de noviembre de mil novecientos noventa y ocho contra la Resolución N.° 178-IPSS-GDLA, de fecha diecisiete de noviembre de mil novecientos noventa y ocho, que cuestiona mediante la presente acción; y a fojas dieciséis obra la demanda incoada, la misma que es interpuesta el diez de diciembre de mil novecientos noventa y ocho, es decir, antes del término de treinta días que tiene la administración para resolver un Recurso de Reconsideración, tal como lo prescribe el artículo 98 del Decreto Supremo N.° 02-94-JUS Texto Único Ordenado de la Ley de Normas Generales de Procedimientos Administrativos; consecuentemente, el demandante no ha cumplido con agotar la vía previa, siendo de aplicación para el caso sub examine el artículo 27 de la Ley N.° 23506.']"
"00728-1999-AA","https://tc.gob.pe/jurisprudencia/2000/00728-1999-AA.pdf","data\sentencia-Extract\2000\sentencia-pdf-2000.csv","Proceso de Amparo","","Infundada","['3. Que la demandada, de acuerdo con lo establecido en el artículo 7 del Decreto Ley N.° 26120, que modificó el Decreto Legislativo N.° 674, Ley de Promoción de la Inversión Privada en las Empresas del Estado, la Comisión de Promoción de la Inversión Privada-Copri acordó que mediante Decreto Supremo se adoptarán todas las medidas destinadas a lograr la reestructuración económica, financiera, legal y administrativa, así como la racionalización de personal de las empresas incluidas en el proceso de promoción de la inversión privada a que se refiere el Decreto Legislativo N.° 674, cuyo inciso a) establece la racionalización de personal, aprobando y poniendo en ejecución programas de cese voluntario de personal, con o sin incentivos. Vencido el plazo para acogerse al programa de cese voluntario, la empresa presentará a la Autoridad Administrativa de Trabajo una solicitud de reducción de personal excedente, estableciéndose que los trabajadores que cesen por efecto de dicho proceso, sólo tendrán derecho a percibir los beneficios sociales correspondientes de acuerdo a ley, sin que sea procedente el otorgamiento de beneficios adicionales. [...]', '5. Que el Tribunal Constitucional debe dejar establecido que, en el presente caso, la empresa Enafer SA ha procedido a ejecutar un programa de racionalización de personal de acuerdo con la normatividad anteriormente señalada, lo cual no constituye amenaza ni violación de derecho constitucional alguno de los demandantes.']"
"00833-1999-HC","https://tc.gob.pe/jurisprudencia/2000/00833-1999-HC.pdf","data\sentencia-Extract\2000\sentencia-pdf-2000.csv","Proceso de Habeas Corpus","","Improcedente","['3. Que, en el presente caso, la actora pretende que la Jueza emplazada resuelva el impedimento de salida que existe contra su persona, sin embargo, de autos se advierte que tal impedimento fue dictado en otro proceso y ante otro Juzgado, por lo que no le corresponde a la emplazada levantar o revocar el impedimento de salida a que hace mención la accionante, con mayor razón si conoce solamente procesos en ejecución de sentencia, debiendo la accionante, en todo caso, recurrir ante el Juzgado pertinente; en cualquier caso, si considera que se han producido anomalías o irregularidades dentro del proceso de reducción de pensión de alimentos que viene siguiendo, ha debido ventilarlas dentro del mismo proceso mediante la interposición de los recursos que las normas procesales establecen, no habiendo demostrado que dicho proceso sea irregular.']"
"00620-1999-AA","https://tc.gob.pe/jurisprudencia/2000/00620-1999-AA.pdf","data\sentencia-Extract\2000\sentencia-pdf-2000.csv","Proceso de Amparo","","Improcedente","['1. Que, obra en autos a fojas ocho el Recurso de Reconsideración que fue presentado por el demandante con fecha tres de diciembre de mil novecientos noventa y ocho contra la Resolución N.° 121-IPSS-GDLA-SGAF-DP-98, de fecha uno de diciembre de mil novecientos noventa y ocho, que cuestiona mediante la presente acción; y a fojas dieciséis obra la demanda incoada, la misma que es interpuesta el diez de diciembre de mil novecientos noventa y ocho, es decir, antes del término de treinta días que tiene la administración para resolver un Recurso de Reconsideración, tal como lo prescribe el artículo 98 del Decreto Supremo N.° 02-94-JUS Texto Único Ordenado de la Ley de Normas Generales de Procedimientos Administrativos, consecuentemente, el demandante no ha cumplido con agotar la vía previa, siendo de aplicación para el caso sub examine el artículo 27 de la Ley N.° 23506.']"
"00622-1999-AA","https://tc.gob.pe/jurisprudencia/2000/00622-1999-AA.pdf","data\sentencia-Extract\2000\sentencia-pdf-2000.csv","Proceso de Amparo","","Infundada","['3. Que, sin embargo, y en lo que respecta al asunto de fondo, este Tribunal considera que si bien la demandante ha acreditado haber sido contratada por la Municipalidad Provincial de Talara y que las labores que realizó se han prolongado por más de un año consecutivo, no ha demostrado de modo fehaciente la naturaleza permanente de las mismas, pues de las instrumentales que aparecen de fojas dos a dieciséis se refieren a un proyecto de inversión y la creación y mantenimiento de un programa especial de salud, de donde no resulta manifiesta la aplicación para su caso del artículo 1 de la Ley N. ° 24041.', '4. Que, por consiguiente, y sin que este Tribunal se pronuncie sobre la veracidad o no del reclamo planteado, se ve en la necesidad de desestimar la presente demanda al requerirse de mayores elementos probatorios, lo que supone dejar a salvo el derecho de la demandante a replantear su reclamo o, en su caso, optar por una vía procesal idónea en donde se puedan ofrecer o actuar los mismos.']"
"00623-1999-AA","https://tc.gob.pe/jurisprudencia/2000/00623-1999-AA.pdf","data\sentencia-Extract\2000\sentencia-pdf-2000.csv","Proceso de Amparo","","Improcedente","['4. Que el ejercicio de la Acción de Amparo caduca a los sesenta días de producida la afectación del derecho constitucional, conforme a lo dispuesto en el artículo 37 de la Ley N.° 23506, Ley de Hábeas Corpus y Amparo. Por lo tanto, al haberse interpuesto la demanda el veinticinco de agosto de mil novecientos noventa y ocho, transcurrió en exceso el plazo de caducidad establecido en el artículo 37 de la Ley N.° 23506.']"
"00570-1999-AA","https://tc.gob.pe/jurisprudencia/2000/00570-1999-AA.pdf","data\sentencia-Extract\2000\sentencia-pdf-2000.csv","Proceso de Amparo","","Improcedente","['2. Que el demandante ha formulado argumentos y adjuntado un certificado de trabajo en el sentido de que durante la vigencia del contrato de servicios personales suscrito con la demandada, se desempeñó como operario en forma ininterrumpida y que, por tanto, al no haber sido incorporado a la carrera administrativa, de conformidad con lo dispuesto en la Ley N.° 24401, Y despedido sin las formalidades señaladas en el Decreto Legislativo N.° 276, se había violado su derecho al trabajo; sin embargo la demandada también ha adjuntado documentación sustentatoria que acredita lo opuesto a lo sostenido por el demandante, lo que hace necesario que lo esgrimido por las partes sea merituado en una estación probatoria a efectos de que el juzgador pueda discernir y resolver con equidad. En mérito de lo cual, la presente Acción de Amparo no es la vía idónea, toda vez que por su naturaleza especial y sumarísima carece de estación probatoria.']"
"00627-1999-AA","https://tc.gob.pe/jurisprudencia/2000/00627-1999-AA.pdf","data\sentencia-Extract\2000\sentencia-pdf-2000.csv","Proceso de Amparo","","Infundada","['5. Que la Quinta Disposición Complementaria de este decreto establece que los trabajadores de las empresas declaradas en estado de insolvencia por la Comisión de Salida del Mercado podrán ser cesados por el administrador o liquidador de la empresa, para cuyo efecto se cursará un aviso notarial con una anticipación de diez días naturales a la fecha prevista para el cese.', '6. Que, en el caso de autos, la empresa Tableros Peruanos S.A. fue declarada en estado de insolvencia por la Comisión de Salida del Mercado de La Libertad mediante Resolución N.° 002-98-CCPLL, de fecha catorce de agosto de mil novecientos noventa y ocho, conforme se acredita con la copia autenticada de fojas treinta y tres.', '7. Que, en este contexto, se advierte que la administración mixta de la empresa Tableros Peruanos S.A., al cursar las cartas notariales de cese cuestionadas, actuó en virtud a lo dispuesto por las leyes antes mencionadas y en ejercicio regular de las facultades que le otorgaban las mismas, habiéndose limitado a seguir estrictamente el procedimiento de cese en ellas establecido, no advirtiéndose, por otro lado, que el referido cese haya sido arbitrario, tal como sostienen los demandantes, ni que se haya amenazado o violado alguno de sus derechos constitucionales.']"
"00566-1997-AA","https://tc.gob.pe/jurisprudencia/2000/00566-1997-AA.pdf","data\sentencia-Extract\2000\sentencia-pdf-2000.csv","Proceso de Amparo","","Infundada","['3. Que, considerando que el ejercicio de la facultad de control de funcionamiento del tipo de establecimientos precitado s está orientado a garantizar el estricto cumplimiento de normas legales así como la adecuada realización de la actividad autorizada, en el caso de autos el acto administrativo cuestionado no resultó arbitrario, toda vez que el Informe de Inspección Ocular N.° 000668-96-MLMlDAU, de fecha doce de julio de mil novecientos noventa y seis, se desprende que el establecimiento no cumplía con las condiciones mínimas de infraestructura, sanidad y seguridad, debiendo destacarse que se encuentra ubicado dentro del área del Centro Histórico de Lima, concluyendo en los mismos términos el Informe de Evaluación Legal N.° 036-96-MLM/DMC-DC, de fecha veinticinco de julio de mil novecientos noventa y seis, y cuyas copias obran de fojas cincuenta y uno a cincuenta y cuatro del expediente.', '4. Que, habiendo cuestionado la demandante durante la secuela del procedimiento que la clausura de su establecimiento ha sido efectuada por autoridad incompetente, se advierte que el Acta de Clausura de fojas quince se ha levantado por la Dirección Municipal de Vigilancia y Control Ciudadano, en estricta sujeción a lo establecido en el numeral 19) (Cese y Cierre de Establecimiento) del acápite III (Ámbito, Responsabilidades y Procedimientos), de la Directiva N.° 001-96-DMCDC-MLM del veinticuatro de julio de mil novecientos noventa y seis.']"
