numero_expediente,url_archivo_TC,url_archivo_original,tipo_expediente,motivos_demanda,sentido_resolucion,fundamentos
00234-1993-HC,https://tc.gob.pe/jurisprudencia/1996/00234-1993-HC.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Habeas Corpus,,Fundada,"['En el caso de autos, a quedado probado, con la boleta de detención corriente a fojas siete del cuaderno principal, que el agraviado fue detenido con fecha doce de marzo de mil novecientos noventitrés, sin existir mandato judicial para tal efecto, igualmente, ha quedado probado que no fue puesto a disposición de la autoridad competente dentro del termino de veinticuatro horas previsto por el articulo dos inciso veinte de la Constitucion de mil novecientos setentinueve.', 'Al haberse presentado la acción de habeas corpus recién el día en que fue trasladado el hermano del accionante, de la Estación Policial de Tarma a la de Lurin, no altera el hecho que el agraviado ha estado detenido por mas de setentidós horas sin mediar orden de detención emanada de Juez competente.']"
00304-1993-HC,https://tc.gob.pe/jurisprudencia/1996/00304-1993-HC.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Habeas Corpus,,Fundada,"['Que con los impedimentos mencionados en la parte relativa a los antecedentes de la presente resolución se ha limitado el paso de personas y vehículos por la vía pública, como puede apreciarse por el mérito de las certificaciones expedidas por la Comisaría de La Molina, que obran en el expediente, habiéndose vulnerado el derecho de libre tránsito consagrado en la Constitución del Estado, en su artículo segundo, inciso once, concordante con el artículo doce, inciso noveno de la Ley veintitrés mil quinientos seis, Ley de Hábeas Corpus y Amparo.', 'Que a mayor abundamiento por Resolución número doscientos cincuentisiete -noventidós-, de la Secretaría Municipal de Transporte Urbano de la Municipalidad de Lima Metropolitana, se resolvió prohibir el uso de rejas, tranqueras, hitos de concreto, cilindros o cualquier artefacto para impedir el libre tránsito vehicular o peatonal en todas las vías públicas de la Provincia de Lima, salvo en los casos que, por real necesidad estratégica de seguridad sean autorizados por dicha Secretaría; resolución que se encontraba vigente al momento de ocurrir los hechos materia de la presente acción y que no fue respetada por los demandados.', 'Que, mediante Edicto número cero cero siete / MDLM-A/ ochenticinco, la Municipalidad de La Molina aprobó el Reglamento para el Uso de Barreras y Casetas de Vigilancia, señalando en su artículo sexto incisos d y c, que son requisitos previos a la calificación del trámite de Licencia de instalación de una o más barreras, que las mismas no se encuentren ubicadas en arterias principales, como avenidas y vías de tránsito rápido, ni en vías de paso obligatorio a otros sectores, si estas son únicas, o con alternativas en mal estado o dificultades de acceso, no existiendo en el expediente documento alguno que acredite que dicha Municipalidad autorizó a la Urbanización Las Lomas de La Molina a la construcción de las mismas.']"
00379-1993-HC,https://tc.gob.pe/jurisprudencia/1996/00379-1993-HC.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Habeas Corpus,,Improcedente,"['El accionante no acreditó la realización de los hechos que violan su derecho a la libertad individual, ni la de su hijo, por lo que no es procedente la interposición de esta acción de garantía.']"
00348-1993-HC,https://tc.gob.pe/jurisprudencia/1996/00348-1993-HC.pdf,data\sentencia-Extract\1996\sentencia-pdf-1996.csv,Proceso de Habeas Corpus,,Infundada,"['Considerando: Que la deficiente investigación judicial no ha permitido esclarecer la situación, máxime si se tiene presente que, en su declaración, el demandado niega todos los cargos, y alega, antes bien, que él es el agredido; que, por otro lado, el demandante no ha hecho uso del derecho a probar los hechos que invoca -y ni siquiera lo ha intentado- no obstante la autorización expresa del artículo vigésimo tercero, incisos quinto y sétimo, de la Ley veintitrés mil quinientos seis; que, en tales circunstancias, estaría de más ordenar la ampliación de la investigación judicial.']"
00118-1993-AA,https://tc.gob.pe/jurisprudencia/1997/00118-1993-AA.pdf,data\sentencia-Extract\1997\sentencia-pdf-1997.csv,Proceso de Amparo,,Improcedente,"['2. Que, por otra parte, el hecho de que el recurrente haya resultado favorecido en una instancia y posteriormente vencido en otra, no supone que la presente Acción de garantía, que es un proceso constitucional autónomo, pueda utilizarse como una instancia adicional de reclamo, ya que eso sería desvirtuar su verdadera naturaleza protectora, a menos que se trate de una violación manifiesta al debido proceso, circunstancia que el presente caso y como se ha visto, no sucede.', '3. Que por consiguiente, habiéndose expedido la resolución impugnada dentro de la secuela de un procedimiento judicial regular, donde el accionante ha hecho uso irrestricto de los derechos que la ley le franquea, resulta de aplicación, el inciso 2) del artículo 6º de la Ley Nº 23506.']"
00154-1993-AA,https://tc.gob.pe/jurisprudencia/1997/00154-1993-AA.pdf,data\sentencia-Extract\1997\sentencia-pdf-1997.csv,Proceso de Amparo,,Fundada,"['3. Que, declarado formalmente el derecho y encontrándose en curso de pago su pensión durante varios años, sin conocimiento de la actora en un acto de facto, arbitrario y unilateral la demandada le suspende el pago de su pensión, argumentando la aplicación del D.S. Nº 008\xad-91-\xadJUS. Para el caso, existiendo un derecho adquirido de la actora, reconocido por la autoridad administrativa competente, nadie puede suspender, desconocer y/o anular la cosa decidida, menos en forma unilateral y fuera de los plazos establecidos por ley, salvo única y exclusivamente mediante un proceso regular por ante el Poder Judicial. [...]', '5. Que, si bien se suspendió la medida arbitraria de suspensión del pago de pensión de la actora, tal como el Procurador Público lo acreditó en su escrito de fecha 25 de febrero de1992 que obra a fojas 50, dicho cese fue temporal, ya que a fojas 51 la actora acredita la vigencia de la amenaza y de hecho la existencia de la suspensión de pago de su pensión por lo que la presente Acción de garantía resulta amparable.']"
00188-1993-AA,https://tc.gob.pe/jurisprudencia/1997/00188-1993-AA.pdf,data\sentencia-Extract\1997\sentencia-pdf-1997.csv,Proceso de Amparo,,Fundada,"['1. Considerando: Que, del examen de la demanda y de los actuados se desprende, que la actora ha acreditado fehacientemente mediante Resolución SBS Nº 611\xad-86, su incorporación al régimen pensionario establecido por el Decreto Ley Nº 20530, lo que no ha sido desvirtuado por la entidad emplazada, que, dicho régimen pensionario fue consagrado constitucionalmente por la Octava Disposición General y Transitoria de la Constitución de 1979, ulteriormente reafirmada por la Primera Disposición Final y Transitoria de la Carta Política de 1993, en consecuencia, los derechos pensionarios adquiridos por la demandante al amparo del Decreto Ley Nº 20530 y que son tutelados constitucionalmente deben ser respetados, y no desconocidos, como aconteció con el Decreto Supremo Nº 00-8\xad9-\xadJUS, que fuera posteriormente derogado por el artículo 34º de la Ley Nº 25334, pero que sin embargo dicha afectación a los derechos pensionarios de la actora persistiera mediante el Decreto Legislativo Nº 763 y el Decreto Supremo Nº 005\xad-92\xad-TR, según se desprende de los hechos que son materia de la presente Acción, por estos fundamentos, el Tribunal Constitucional, de conformidad con la Constitución Política del Estado y su Ley Orgánica.']"
00236-1993-AA,https://tc.gob.pe/jurisprudencia/1997/00236-1993-AA.pdf,data\sentencia-Extract\1997\sentencia-pdf-1997.csv,Proceso de Amparo,,Improcedente,"['1. Considerando: [...] Que, la actora no agotó la vía previa administrativa, para poder recurrir a la Acción de garantía; Que, ha quedado demostrado que el nombramiento fue sólo por 04 años y cuyo plazo último se venció indefectiblemente; Que, como es de público conocimiento, mediante Decreto Ley Nº 25993, se desactivó el Tribunal del Servicio Civil, por lo que no existiendo en la actualidad el cargo de Vocal del señalado Tribunal; por sustracción de materia resulta improcedente la presente Acción.']"
00392-1993-AA,https://tc.gob.pe/jurisprudencia/1997/00392-1993-AA.pdf,data\sentencia-Extract\1997\sentencia-pdf-1997.csv,Proceso de Amparo,,Improcedente,"['1. Que, la vía del Amparo por su naturaleza sumaria, carente de estación probatoria, no es la idónea para ventilar asuntos que requieren de actuación de pruebas, como en el presente caso; Que, la actora no ha demostrado en autos la violación de ningún derecho constitucionalmente protegido, no siendo por tanto de aplicación al caso los artículos 2º y 3º de la Ley Nº 23506.']"
00255-1993-AA,https://tc.gob.pe/jurisprudencia/1997/00255-1993-AA.pdf,data\sentencia-Extract\1997\sentencia-pdf-1997.csv,Proceso de Amparo,,Improcedente,"['Que las acciones de garantía tienen por objeto cautelar las garantías constitucionales de la persona, y en tal sentido reponer las cosas al estado anterior a la violación o amenaza de violación de un derecho constitucional. Para el caso de autos, donde la pretensión del demandante, es establecer la vigencia del convenio celebrado con la demandada -EMAPE y, en mérito a ello se deje sin efecto el retiro de los paneles publicitarios que la demandante vendió a terceros en virtud al convenio antes señalado; este colegiado es de la opinión que no corresponde al ámbito procedimental las acciones de garantía la materia en litigio, pues ésta por ser sumaria y carente de estación probatoria, no es el camino adecuado para ventilar asuntos que por su naturaleza requieren de mayor probanza, máxime, si existe procedimiento jurisdiccional en la vía ordinaria donde se puede dilucidar la presente materia controvertida; por estas consideraciones es de expresa aplicación «contrario sensu» el artículo 2º de la Ley Nº 23506.']"
00131-1993-AA,https://tc.gob.pe/jurisprudencia/1997/00131-1993-AA.pdf,data\sentencia-Extract\1997\sentencia-pdf-1997.csv,Proceso de Amparo,,Improcedente,"['[…] Que, la Ley Nº 24948 facultaba a la Contraloría General de la República a efectuar el control de la empresas del Estado, como era el caso de Aero Perú, por medio de la realización de auditorías, razón por la que no puede afirmarse que en el presente caso existió violación del debido proceso o que el actor hubiese sido desviado del procedimiento predeterminado; Que, en cuanto a la violación del derecho de defensa, se puede tener certeza, con las instrumentales de fecha julio de mil novecientos noventa, corrientes a fs. 22 a 31, que al accionante no se le impidió hacer uso libre de su derecho de defensa; Que, con las piezas corrientes a fojas 32, y siguientes se tiene que la recomendación para la apertura de Proceso de Determinación de Responsabilidades, se hizo por medio de la Resolución de Controlaría Nº 520-90-CG, que recogió el informe Nº 09-90-CG/TO-SA de quince de noviembre de mil novecientos noventa, es decir varios meses después que se le invitó al accionante a que hiciera los descargos que creyera por convenientes; Que, finalmente, observando los documentos de fojas 38 a 42 no puede afirmarse que se le haya amenazado o violado derechos constitucionalmente protegidos al demandante, quien más bien, no acreditó que la referida auditoría se hubiese realizado sin tomar en cuenta las normas privativas de la materia. Que finalmente, en el presente caso se da la figura procesal de sustracción de la materia, en razón de que Aero Perú fue privatizado, y por consiguiente, en aplicación de la actual Ley del Sistema Nacional de Control, Decreto Ley Nº 26162, dicha Compañía de aviación ya no puede ser auditada por no pertenecer al Sistema.']"
00226-1993-AA,https://tc.gob.pe/jurisprudencia/1997/00226-1993-AA.pdf,data\sentencia-Extract\1997\sentencia-pdf-1997.csv,Proceso de Amparo,,Improcedente,"['Que, la vía del Amparo por su naturaleza sumaria, carente de estación probatoria, no es la idónea para ventilar asuntos, que como el presente, requieren de actuación de pruebas; Que, conforme a la legislación vigente a la fecha de interposición de la demanda, existía un procedimiento específico para tratar asuntos relativos al despido arbitrario, correspondiéndole la competencia al Fuero Laboral; Que, la actora, al no haber recurrido a dicho fuero, no puede pretender que se le reconozcan sus derechos a la presente Acción.']"
